product_names,product_category,brand,ingredient,size,price,size_num,size_unit,avg_price,active_ingredient,inactive_ingredient,active_ingredient_list,inactive_ingredient_list,n_inactive_ingredient,n_active_ingredient,is_alphabatical,inactive_ingredient_matched_list,active_ingredient_matched_list,inactive_ingredient_rating_list,active_ingredient_rating_list,inactive_ingredient_category_list,active_ingredient_category_list,inactive_rating_count_0.0,inactive_rating_count_1.0,inactive_rating_count_2.0,inactive_rating_count_3.0,active_rating_count_0.0,active_rating_count_2.0,active_rating_count_3.0,inactive_cat_count_Absorbent,inactive_cat_count_Anti-Acne,inactive_cat_count_Antioxidants,inactive_cat_count_Cleansing Agents,inactive_cat_count_Coloring Agents/Pigments,inactive_cat_count_Emollients,inactive_cat_count_Emulsifiers,inactive_cat_count_Exfoliant,inactive_cat_count_Film-Forming Agents,inactive_cat_count_Film-Forming/Holding Agents,inactive_cat_count_Fragrance: Synthetic and Fragrant Plant Extracts,inactive_cat_count_Hydration,inactive_cat_count_Miscellaneous,inactive_cat_count_Plant Extracts,inactive_cat_count_Preservatives,inactive_cat_count_Scrub Agents,inactive_cat_count_Sensitizing,inactive_cat_count_Silicones,inactive_cat_count_Skin-Replenishing,inactive_cat_count_Skin-Restoring,inactive_cat_count_Skin-Softening,inactive_cat_count_Skin-Soothing,inactive_cat_count_Slip Agents,inactive_cat_count_Sunscreen Actives,inactive_cat_count_Texture Enhancer,inactive_cat_count_Thickeners,inactive_cat_count_Thickeners/Emulsifiers,inactive_cat_count_Uncategorized,inactive_cat_count_Vitamins,active_cat_count_Absorbent,active_cat_count_Anti-Acne,active_cat_count_Antioxidants,active_cat_count_Coloring Agents/Pigments,active_cat_count_Emollients,active_cat_count_Exfoliant,active_cat_count_Fragrance: Synthetic and Fragrant Plant Extracts,active_cat_count_Miscellaneous,active_cat_count_Plant Extracts,active_cat_count_Preservatives,active_cat_count_Sensitizing,active_cat_count_Silicones,active_cat_count_Skin-Soothing,active_cat_count_Sunscreen Actives,active_cat_count_Texture Enhancer,active_cat_count_Thickeners/Emulsifiers,active_cat_count_Uncategorized,active_cat_count_Vitamins,active_mean_rating,inactive_mean_rating,inactive_mean_rating_w1,inactive_mean_rating_w2
Bust Beauty Extra-Lift Gel,Body Lotion,Clarins,"Water,  Glycerin,  PEG-40 Hydrogenated Castor Oil,  Butylene Glycol,  Acrylates/C-10-30 Alkyl Acrylate Crosspolymer,  Maltodextrin,  Cellulose Gum,  Fragrance,  Panthenol,  Avena Sativa (Oat) Kernel) Extract,  Sodium Dehydroacetate,  Retinyl Palmitate,  Tocopheryl Acetate,  Helianthus Annuuss (Sunflower) Seed oil,  Disodium EDTA,  Punica Granatum Bark Extract,  Cedrelopsis Grevei Bark Extract,  Sodium Hydroxide,  Phenoxyethanol,  Caramel,  BHT.",1.70 fl. oz.,59.0,50.0,ml,1.18,,"Water,  Glycerin,  PEG-40 Hydrogenated Castor Oil,  Butylene Glycol,  Acrylates/C-10-30 Alkyl Acrylate Crosspolymer,  Maltodextrin,  Cellulose Gum,  Fragrance,  Panthenol,  Avena Sativa (Oat) Kernel) Extract,  Sodium Dehydroacetate,  Retinyl Palmitate,  Tocopheryl Acetate,  Helianthus Annuuss (Sunflower) Seed oil,  Disodium EDTA,  Punica Granatum Bark Extract,  Cedrelopsis Grevei Bark Extract,  Sodium Hydroxide,  Phenoxyethanol,  Caramel,  BHT.",[],"['Water', 'Glycerin', 'PEG-40 Hydrogenated Castor Oil', 'Butylene Glycol', 'Acrylates/C-10-30 Alkyl Acrylate Crosspolymer', 'Maltodextrin', 'Cellulose Gum', 'Fragrance', 'Panthenol', 'Avena Sativa (Oat) Kernel) Extract', 'Sodium Dehydroacetate', 'Retinyl Palmitate', 'Tocopheryl Acetate', 'Helianthus Annuuss (Sunflower) Seed oil', 'Disodium EDTA', 'Punica Granatum Bark Extract', 'Cedrelopsis Grevei Bark Extract', 'Sodium Hydroxide', 'Phenoxyethanol', 'Caramel', 'BHT.']",21,0,False,"['water', 'glycerin', 'PEG-40 hydrogenated castor oil', 'butylene glycol', 'C10-30 alkyl acrylate crosspolymer', 'maltodextrin', 'Cellulose gum', 'fragrance', 'panthenol', 'Castanea sativa seed extract', 'sodium dehydroacetate', 'retinyl palmitate', 'tocopheryl acetate', 'Helianthus annuus seed oil', 'disodium EDTA', 'Punica granatum extract', 'Cedrus atlantica bark extract', 'sodium hydroxide', 'phenoxyethanol', 'caramel', 'BHT']",[],"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 3.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 3.0, 0.0, 1.0, 2.0, 2.0, 1.0]",[],"[['Miscellaneous'], ['Skin-Replenishing', 'Skin-Restoring'], ['Plant Extracts', 'Emollients', 'Texture Enhancer'], ['Texture Enhancer'], ['Texture Enhancer'], ['Thickeners', 'Film-Forming Agents', 'Absorbent'], ['Plant Extracts', 'Texture Enhancer'], ['Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing'], ['Vitamins'], ['Plant Extracts'], ['Preservatives'], ['Antioxidants', 'Skin-Restoring', 'Vitamins'], ['Antioxidants', 'Vitamins'], ['Plant Extracts', 'Emollients'], ['Uncategorized'], ['Antioxidants', 'Plant Extracts'], ['Fragrance: Synthetic and Fragrant Plant Extracts'], ['Cleansing Agents', 'Sensitizing'], ['Preservatives'], ['Coloring Agents/Pigments'], ['Antioxidants']]",[],2.0,2.0,11.0,6.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,5.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.119185645634903,2.0833822679051495
SA Renewing Lotion,Body Lotion,CeraVe,"Purified Water,  Glycerin,  Mineral Oil,  Ammonium Lactate,  Salicylic Acid,  Trolamine,  Glyceryl Stearate SE,  Behentrimonium Methosulfate,  Cetearyl Alcohol,  PEG-100 Stearate,  Cetyl Alcohol,  Cholecalciferol (Vitamin D3),  Ceramide 3,  Ceramide 6 II,  Ceramide 1,  Cholesterol,  Phytosphingosine,  Dimethicone 360,  Methylparaben,  Disodium EDTA,  Propylparaben,  Hyaluronic Acid,  Sodium Lauroyl Lactylate,  Carbomer,  Xanthan Gum",8.00 fl. oz.,15.99,237.0,ml,0.06746835443037975,,"Purified Water,  Glycerin,  Mineral Oil,  Ammonium Lactate,  Salicylic Acid,  Trolamine,  Glyceryl Stearate SE,  Behentrimonium Methosulfate,  Cetearyl Alcohol,  PEG-100 Stearate,  Cetyl Alcohol,  Cholecalciferol (Vitamin D3),  Ceramide 3,  Ceramide 6 II,  Ceramide 1,  Cholesterol,  Phytosphingosine,  Dimethicone 360,  Methylparaben,  Disodium EDTA,  Propylparaben,  Hyaluronic Acid,  Sodium Lauroyl Lactylate,  Carbomer,  Xanthan Gum",[],"['Purified Water', 'Glycerin', 'Mineral Oil', 'Ammonium Lactate', 'Salicylic Acid', 'Trolamine', 'Glyceryl Stearate SE', 'Behentrimonium Methosulfate', 'Cetearyl Alcohol', 'PEG-100 Stearate', 'Cetyl Alcohol', 'Cholecalciferol (Vitamin D3)', 'Ceramide 3', 'Ceramide 6 II', 'Ceramide 1', 'Cholesterol', 'Phytosphingosine', 'Dimethicone 360', 'Methylparaben', 'Disodium EDTA', 'Propylparaben', 'Hyaluronic Acid', 'Sodium Lauroyl Lactylate', 'Carbomer', 'Xanthan Gum']",25,0,False,"['purified water', 'glycerin', 'mineral oil', 'sodium acetate', 'salicylic acid', 'proline', 'glyceryl stearate SE', 'behentrimonium chloride', 'cetearyl alcohol', 'PEG-100 stearate', 'cetyl alcohol', 'cholecalciferol', 'ceramide AP', 'ceramide AP', 'ceramide AP', 'cholesterol', 'phytosphingosine', 'dimethicone', 'ethylparaben', 'disodium EDTA', 'propylparaben', 'hyaluronic acid', 'sodium lauroyl lactylate', 'carbomer', 'xanthan gum']",[],"[2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]",[],"[['Uncategorized'], ['Skin-Replenishing', 'Skin-Restoring'], ['Emollients'], ['Uncategorized'], ['Skin-Soothing', 'Anti-Acne', 'Exfoliant'], ['Antioxidants', 'Skin-Replenishing'], ['Thickeners/Emulsifiers', 'Emollients'], ['Texture Enhancer', 'Emollients'], ['Texture Enhancer', 'Emollients'], ['Emollients', 'Cleansing Agents'], ['Thickeners/Emulsifiers', 'Emollients'], ['Antioxidants', 'Vitamins'], ['Skin-Replenishing'], ['Skin-Replenishing'], ['Skin-Replenishing'], ['Emollients', 'Skin-Replenishing'], ['Preservatives', 'Skin-Replenishing', 'Skin-Restoring'], ['Texture Enhancer', 'Silicones'], ['Preservatives'], ['Uncategorized'], ['Preservatives'], ['Antioxidants', 'Skin-Replenishing', 'Skin-Restoring'], ['Thickeners/Emulsifiers', 'Cleansing Agents'], ['Texture Enhancer'], ['Thickeners/Emulsifiers', 'Texture Enhancer']]",[],0.0,0.0,17.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,8.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.32,2.2834927269882943,2.3051045125215777
Resurfix Skin Barrier Healing Ointment,Body Lotion,Replenix,"Active Ingredient: Petrolatum U.S.P. Inactive Ingredients: Allantoin,  Benzyl Alcohol,  Camellia Sinensis (Green Tea) Leaf Extract,  Ceramide 2,  Ceramide-3,  C12-15 Alkyl Benzoate,  Ethylhexyl Palmitate,  Glycine Soja (Soybean) Seed Extract,  Lanolin Alcohol,  Mineral Oil,  Palmitoyl Oligopeptide,  Panthenol,  PEG-10 Rapeseed Sterol,  Phospholipids,  Saccharomyces Lysate Extract,  Sorbitan Isostearate,  Squalane,  Tocopheryl Acetate,  Tribehenin,  Yucca Glauca Root Extract,  Water.",1.40 fl. oz.,19.0,41.0,ml,0.4634146341463415, Petrolatum U.S.P. ," Allantoin,  Benzyl Alcohol,  Camellia Sinensis (Green Tea) Leaf Extract,  Ceramide 2,  Ceramide-3,  C12-15 Alkyl Benzoate,  Ethylhexyl Palmitate,  Glycine Soja (Soybean) Seed Extract,  Lanolin Alcohol,  Mineral Oil,  Palmitoyl Oligopeptide,  Panthenol,  PEG-10 Rapeseed Sterol,  Phospholipids,  Saccharomyces Lysate Extract,  Sorbitan Isostearate,  Squalane,  Tocopheryl Acetate,  Tribehenin,  Yucca Glauca Root Extract,  Water.",['Petrolatum U.S.P.'],"['Allantoin', 'Benzyl Alcohol', 'Camellia Sinensis (Green Tea) Leaf Extract', 'Ceramide 2', 'Ceramide-3', 'C12-15 Alkyl Benzoate', 'Ethylhexyl Palmitate', 'Glycine Soja (Soybean) Seed Extract', 'Lanolin Alcohol', 'Mineral Oil', 'Palmitoyl Oligopeptide', 'Panthenol', 'PEG-10 Rapeseed Sterol', 'Phospholipids', 'Saccharomyces Lysate Extract', 'Sorbitan Isostearate', 'Squalane', 'Tocopheryl Acetate', 'Tribehenin', 'Yucca Glauca Root Extract', 'Water.']",21,1,False,"['allantoin', 'benzyl alcohol', 'Scutellaria baicalensis extract', 'ceramide AP', 'ceramides', 'C12-15 alkyl benzoate', 'ethylhexyl palmitate', 'Glycine soja seed extract', 'lanolin alcohol', 'mineral oil', 'palmitoyl oligopeptide', 'panthenol', 'PEG-10 rapeseed sterol', 'phospholipid', 'Saccharomyces lysate', 'sorbitan stearate', 'squalane', 'tocopheryl acetate', 'tribehenin', 'Ulva lactuca extract', 'water']",['petrolatum'],"[3.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 2.0]",[2.0],"[['Skin-Soothing'], ['Preservatives'], ['Skin-Soothing', 'Plant Extracts', 'Antioxidants'], ['Skin-Replenishing'], ['Skin-Restoring', 'Skin-Replenishing'], ['Texture Enhancer', 'Emollients'], ['Emollients', 'Texture Enhancer'], ['Plant Extracts', 'Emollients'], ['Emollients', 'Skin-Replenishing'], ['Emollients'], ['Skin-Restoring'], ['Vitamins'], ['Cleansing Agents', 'Emollients'], ['Emollients', 'Skin-Replenishing'], ['Antioxidants'], ['Thickeners/Emulsifiers'], ['Hydration', 'Antioxidants', 'Skin-Replenishing', 'Emollients'], ['Antioxidants', 'Vitamins'], ['Thickeners/Emulsifiers', 'Skin-Replenishing', 'Emollients'], ['Skin-Soothing', 'Plant Extracts', 'Antioxidants'], ['Miscellaneous']]","[['Skin-Soothing', 'Emollients']]",0.0,0.0,12.0,9.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4285714285714284,2.5308256984724538,2.4625686789818446
Soothing Aloe Refreshing Moisturizer,Body Lotion,Jergens,"Water,  Glycerin,  Cetearyl Alcohol,  Cetyl Esters,  Ceteareth-20,  Cetyl Alcohol,  Glyceryl Dilaurate,  Aloe Barbadensis Leaf Juice Powder,  Cucumis Sativus (Cucumber) Fruit Extract,  Eucalyptus Globulus Leaf Extract,  Dimethicone,  C12-15 Alkyl Benzoate,  Mineral Oil,  Stearic Acid,  Isopropyl Myristate,  Propylene Glycol,  Carbomer,  Sodium Hydroxide,  Methylparaben,  Propylparaben,  DMDM Hydantoin,  Fragrance",16.80 fl. oz.,7.49,497.0,ml,0.015070422535211268,,"Water,  Glycerin,  Cetearyl Alcohol,  Cetyl Esters,  Ceteareth-20,  Cetyl Alcohol,  Glyceryl Dilaurate,  Aloe Barbadensis Leaf Juice Powder,  Cucumis Sativus (Cucumber) Fruit Extract,  Eucalyptus Globulus Leaf Extract,  Dimethicone,  C12-15 Alkyl Benzoate,  Mineral Oil,  Stearic Acid,  Isopropyl Myristate,  Propylene Glycol,  Carbomer,  Sodium Hydroxide,  Methylparaben,  Propylparaben,  DMDM Hydantoin,  Fragrance",[],"['Water', 'Glycerin', 'Cetearyl Alcohol', 'Cetyl Esters', 'Ceteareth-20', 'Cetyl Alcohol', 'Glyceryl Dilaurate', 'Aloe Barbadensis Leaf Juice Powder', 'Cucumis Sativus (Cucumber) Fruit Extract', 'Eucalyptus Globulus Leaf Extract', 'Dimethicone', 'C12-15 Alkyl Benzoate', 'Mineral Oil', 'Stearic Acid', 'Isopropyl Myristate', 'Propylene Glycol', 'Carbomer', 'Sodium Hydroxide', 'Methylparaben', 'Propylparaben', 'DMDM Hydantoin', 'Fragrance']",22,0,False,"['water', 'glycerin', 'cetearyl alcohol', 'cetyl esters', 'ceteareth-20', 'cetyl alcohol', 'glyceryl distearate', 'aloe barbadensis leaf juice powder', 'Cucumis sativus extract', 'eucalyptus extract', 'dimethicone', 'C12-15 alkyl benzoate', 'mineral oil', 'stearic acid', 'isopropyl myristate', 'propylene glycol', 'carbomer', 'sodium hydroxide', 'ethylparaben', 'propylparaben', 'DMDM hydantoin', 'fragrance']",[],"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0]",[],"[['Miscellaneous'], ['Skin-Replenishing', 'Skin-Restoring'], ['Texture Enhancer', 'Emollients'], ['Texture Enhancer', 'Emollients'], ['Texture Enhancer'], ['Thickeners/Emulsifiers', 'Emollients'], ['Thickeners/Emulsifiers', 'Emollients'], ['Plant Extracts'], ['Antioxidants', 'Plant Extracts'], ['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts'], ['Texture Enhancer', 'Silicones'], ['Texture Enhancer', 'Emollients'], ['Emollients'], ['Thickeners/Emulsifiers', 'Emollients', 'Skin-Replenishing'], ['Texture Enhancer', 'Emollients'], ['Texture Enhancer'], ['Texture Enhancer'], ['Cleansing Agents', 'Sensitizing'], ['Preservatives'], ['Preservatives'], ['Preservatives'], ['Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']]",[],2.0,2.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.7727272727272727,2.0286972812591024,1.9495681938165452
Summer Shine Body Lotion,Body Lotion,Mario Badescu,"Deionized Water,  Peanut Oil,  Octyl Palmitate,  Retinyl Palmitate,  Myristyl Myristate,  Dimethicone,  Beeswax,  Stearic Acid,  Isopropyl Myristate,  Sodium Benzoate,  Quaternium-15,  Diazolidinyl Urea",6.00 fl. oz.,10.0,177.0,ml,0.05649717514124294,,"Deionized Water,  Peanut Oil,  Octyl Palmitate,  Retinyl Palmitate,  Myristyl Myristate,  Dimethicone,  Beeswax,  Stearic Acid,  Isopropyl Myristate,  Sodium Benzoate,  Quaternium-15,  Diazolidinyl Urea",[],"['Deionized Water', 'Peanut Oil', 'Octyl Palmitate', 'Retinyl Palmitate', 'Myristyl Myristate', 'Dimethicone', 'Beeswax', 'Stearic Acid', 'Isopropyl Myristate', 'Sodium Benzoate', 'Quaternium-15', 'Diazolidinyl Urea']",12,0,False,"['demineralized water', 'peanut oil', 'cetyl palmitate', 'retinyl palmitate', 'myristyl myristate', 'dimethicone', 'beeswax', 'stearic acid', 'isopropyl myristate', 'sodium benzoate', 'quaternium-15', 'diazolidinyl urea']",[],"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0]",[],"[['Uncategorized'], ['Plant Extracts', 'Emollients'], ['Emollients'], ['Antioxidants', 'Skin-Restoring', 'Vitamins'], ['Texture Enhancer', 'Emollients'], ['Texture Enhancer', 'Silicones'], ['Texture Enhancer', 'Emollients'], ['Thickeners/Emulsifiers', 'Emollients', 'Skin-Replenishing'], ['Texture Enhancer', 'Emollients'], ['Preservatives'], ['Preservatives'], ['Preservatives']]",[],0.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.9166666666666667,2.0244126434242795,2.0054563735043924
Positively Nourishing Energizing Body Lotion,Body Lotion,Aveeno,"Water,  Glycerin,  Distearyldimonium Chloride,  Isopropyl Palmitate,  Cetyl Alcohol,  Butyrospermum Parkii (Shea) Butter,  Petrolatum,  Dimethicone,  Avena Sativa (Oat) Kernel Flour,  Benzyl Alcohol,  Fragrance,  Chlorphenesin,  Steareth 20,  Cetyl Hydroxyethylcellulose,  Citrus Grandis (Grapefruit) Fruit Extract,  Punica Granatum Extract,  Sodium Chloride",7.00 fl. oz.,6.99,207.0,ml,0.033768115942028984,,"Water,  Glycerin,  Distearyldimonium Chloride,  Isopropyl Palmitate,  Cetyl Alcohol,  Butyrospermum Parkii (Shea) Butter,  Petrolatum,  Dimethicone,  Avena Sativa (Oat) Kernel Flour,  Benzyl Alcohol,  Fragrance,  Chlorphenesin,  Steareth 20,  Cetyl Hydroxyethylcellulose,  Citrus Grandis (Grapefruit) Fruit Extract,  Punica Granatum Extract,  Sodium Chloride",[],"['Water', 'Glycerin', 'Distearyldimonium Chloride', 'Isopropyl Palmitate', 'Cetyl Alcohol', 'Butyrospermum Parkii (Shea) Butter', 'Petrolatum', 'Dimethicone', 'Avena Sativa (Oat) Kernel Flour', 'Benzyl Alcohol', 'Fragrance', 'Chlorphenesin', 'Steareth 20', 'Cetyl Hydroxyethylcellulose', 'Citrus Grandis (Grapefruit) Fruit Extract', 'Punica Granatum Extract', 'Sodium Chloride']",17,0,False,"['water', 'glycerin', 'stearalkonium chloride', 'isopropyl palmitate', 'cetyl alcohol', 'Butyrosperum parkii (shea) butter extract', 'petrolatum', 'dimethicone', 'Avena sativa', 'benzyl alcohol', 'fragrance', 'chlorphenesin', 'steareth-20', 'cetyl hydroxyethylcellulose', 'Pyrus malus (apple) fruit extract', 'Punica granatum extract', 'sodium chloride']",[],"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 0.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]",[],"[['Miscellaneous'], ['Skin-Replenishing', 'Skin-Restoring'], ['Miscellaneous'], ['Emollients', 'Texture Enhancer'], ['Thickeners/Emulsifiers', 'Emollients'], ['Emollients', 'Antioxidants', 'Plant Extracts'], ['Skin-Soothing', 'Emollients'], ['Texture Enhancer', 'Silicones'], ['Skin-Soothing', 'Plant Extracts'], ['Preservatives'], ['Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing'], ['Preservatives'], ['Cleansing Agents'], ['Texture Enhancer', 'Emollients'], ['Skin-Restoring', 'Plant Extracts', 'Texture Enhancer'], ['Antioxidants', 'Plant Extracts'], ['Scrub Agents']]",[],1.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.1176470588235294,2.19143757556406,2.1686028903314893
Clementine Ginger Energizing Body Lotion,Body Lotion,Andalou Naturals,"Aloe Barbadensis Juice,  Helianthus Annuus (Sunflower) Oil,  Vegetable Glycerin,  Capric/Caprylic Triglycerides,  Glyceryl Stearate Citrate,  Cetearyl Alcohol,  Cyamopsis Tetragonolobus (Guar) Gum,  Fruit Stem Cells (Malus Domestica,  Solar Vitis) and BioActive 8 Berry Complex,  Oenothera Biennis (Evening Primrose) Oil,  Citrus Clementina (Clementine) and Zingiber Officinalis (Ginger) Extracts,  Citrus Tangerina (Tangerine) Extract,  Sodium Alginate,  Butyrospermum Parkii (Shea) Butter,  Prunus Armeniaca (Apricot) Oil,  Theobroma Cacao (Cocoa) Butter,  Panthenol (Pro-Vitamin B5),  Hibiscus Rosa-Sinensis Extract,  Allantoin,  Tocopherol,  Ethylhexylglycerin,  Phenethyl Alcohol,  Citrus Tangerina (Tangerine) and Cymbopogon Martini (Palmarosa) Oils",11.00 fl. oz.,11.95,325.0,ml,0.03676923076923077,,"Aloe Barbadensis Juice,  Helianthus Annuus (Sunflower) Oil,  Vegetable Glycerin,  Capric/Caprylic Triglycerides,  Glyceryl Stearate Citrate,  Cetearyl Alcohol,  Cyamopsis Tetragonolobus (Guar) Gum,  Fruit Stem Cells (Malus Domestica,  Solar Vitis) and BioActive 8 Berry Complex,  Oenothera Biennis (Evening Primrose) Oil,  Citrus Clementina (Clementine) and Zingiber Officinalis (Ginger) Extracts,  Citrus Tangerina (Tangerine) Extract,  Sodium Alginate,  Butyrospermum Parkii (Shea) Butter,  Prunus Armeniaca (Apricot) Oil,  Theobroma Cacao (Cocoa) Butter,  Panthenol (Pro-Vitamin B5),  Hibiscus Rosa-Sinensis Extract,  Allantoin,  Tocopherol,  Ethylhexylglycerin,  Phenethyl Alcohol,  Citrus Tangerina (Tangerine) and Cymbopogon Martini (Palmarosa) Oils",[],"['Aloe Barbadensis Juice', 'Helianthus Annuus (Sunflower) Oil', 'Vegetable Glycerin', 'Capric/Caprylic Triglycerides', 'Glyceryl Stearate Citrate', 'Cetearyl Alcohol', 'Cyamopsis Tetragonolobus (Guar) Gum', 'Fruit Stem Cells (Malus Domestica', 'Solar Vitis) and BioActive 8 Berry Complex', 'Oenothera Biennis (Evening Primrose) Oil', 'Citrus Clementina (Clementine) and Zingiber Officinalis (Ginger) Extracts', 'Citrus Tangerina (Tangerine) Extract', 'Sodium Alginate', 'Butyrospermum Parkii (Shea) Butter', 'Prunus Armeniaca (Apricot) Oil', 'Theobroma Cacao (Cocoa) Butter', 'Panthenol (Pro-Vitamin B5)', 'Hibiscus Rosa-Sinensis Extract', 'Allantoin', 'Tocopherol', 'Ethylhexylglycerin', 'Phenethyl Alcohol', 'Citrus Tangerina (Tangerine) and Cymbopogon Martini (Palmarosa) Oils']",23,0,False,"['Aloe barbadensis', 'Helianthus annuus seed oil', 'glycerin', 'capric triglyceride', 'glyceryl stearate', 'cetearyl alcohol', 'Cyamopsis tetragonoloba', 'Prunus domestica seed oil', 'lavender extract and oil', 'Oenothera biennis oil', 'Corallina officinalis extract', 'Citrus unshiu peel extract', 'sodium gluconate', 'Butyrosperum parkii (shea) butter extract', 'Prunus armeniaca', 'Theobroma cacao seed butter', 'vitamin B5', 'Pinus sylvestris extract', 'allantoin', 'tocopherol', 'ethylhexylglycerin', 'ethyl alcohol', 'Cymbopogon martini']",[],"[2.0, 3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 3.0, 0.0, 3.0, 2.0, 1.0, 2.0, 3.0, 2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 2.0, 0.0, 0.0]",[],"[['Skin-Soothing', 'Plant Extracts'], ['Plant Extracts', 'Emollients'], ['Skin-Replenishing', 'Skin-Restoring'], ['Plant Extracts', 'Emollients', 'Texture Enhancer'], ['Thickeners/Emulsifiers', 'Cleansing Agents', 'Emollients'], ['Texture Enhancer', 'Emollients'], ['Plant Extracts', 'Texture Enhancer'], ['Antioxidants', 'Plant Extracts', 'Emollients'], ['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts'], ['Skin-Soothing', 'Emollients', 'Plant Extracts'], ['Antioxidants', 'Plant Extracts', 'Emollients', 'Texture Enhancer'], ['Antioxidants', 'Plant Extracts'], ['Skin-Softening', 'Miscellaneous'], ['Emollients', 'Antioxidants', 'Plant Extracts'], ['Plant Extracts', 'Emollients'], ['Plant Extracts', 'Emollients'], ['Vitamins'], ['Antioxidants'], ['Skin-Soothing'], ['Antioxidants', 'Vitamins'], ['Miscellaneous', 'Preservatives'], ['Sensitizing'], ['Antioxidants', 'Plant Extracts']]",[],3.0,1.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,13.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0869565217391304,2.2842499875422315,2.2623036139103005
