name,category,rating,rating_num
isopropyl myristate,"['Texture Enhancer', 'Emollients']",Good,2
isopropyl palmitate,"['Emollients', 'Texture Enhancer']",Good,2
isopropyl titanium triisostearate,"['Emulsifiers', 'Texture Enhancer', 'Emollients']",Good,2
isopropyl titanium triisostearte/triethoxycaprylylsilane crosspolymer,"['Thickeners/Emulsifiers', 'Silicones', 'Texture Enhancer']",Good,2
isostearamide DEA,"['Thickeners/Emulsifiers', 'Texture Enhancer', 'Cleansing Agents']",Good,2
isostearic acid,"['Thickeners/Emulsifiers', 'Texture Enhancer']",Good,2
ivy extract,"['Plant Extracts', 'Sensitizing']",Poor,0
Japan wax,"['Thickeners/Emulsifiers', 'Emollients', 'Texture Enhancer']",Good,2
jasmine oil,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
Jasminium grandiflorum,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
jojoba butter,"['Antioxidants', 'Emollients', 'Plant Extracts']",Best,3
jojoba esters,"['Plant Extracts', 'Emollients']",Best,3
jojoba oil,"['Skin-Restoring', 'Plant Extracts', 'Skin-Replenishing', 'Emollients']",Best,3
jojoba wax,"['Plant Extracts', 'Skin-Replenishing', 'Emollients']",Best,3
jonquil extract,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
Ju hua,"['Skin-Soothing', 'Plant Extracts']",Good,2
jujube fruit extract,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Good,2
juniper berry,"['Skin-Soothing', 'Plant Extracts', 'Sensitizing']",Poor,0
Juniperus communis,"['Skin-Soothing', 'Sensitizing', 'Plant Extracts']",Poor,0
kaolin,['Absorbent'],Good,2
Kathon CG,"['Preservatives', 'Sensitizing']",Poor,0
kava-kava extract,"['Skin-Soothing', 'Plant Extracts', 'Sensitizing']",Poor,0
kawa extract,"['Skin-Soothing', 'Plant Extracts', 'Sensitizing']",Poor,0
kelp extract,"['Antioxidants', 'Thickeners/Emulsifiers', 'Emollients', 'Plant Extracts']",Good,2
Kigelia africana extract,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Average,1
kiwi fruit extract,"['Antioxidants', 'Plant Extracts']",Best,3
kojic acid,['Antioxidants'],Good,2
kojic dipalmitate,['Antioxidants'],Good,2
kola nut,"['Plant Extracts', 'Sensitizing']",Average,1
kudzu root,"['Antioxidants', 'Plant Extracts']",Best,3
kukui nut oil,"['Plant Extracts', 'Emollients']",Best,3
lactic acid,['Exfoliant'],Best,3
lactobionate,['Skin-Replenishing'],Good,2
lactobionic acid,['Exfoliant'],Best,3
lactoperoxidase,['Miscellaneous'],Best,3
lady's mantle extract,"['Plant Extracts', 'Miscellaneous']",Poor,0
lady's thistle (milk thistle) extract,"['Antioxidants', 'Plant Extracts', 'Skin-Restoring']",Best,3
Lagerstroemia indica extract,['Plant Extracts'],Average,1
Laminaria digitata,"['Antioxidants', 'Thickeners/Emulsifiers', 'Plant Extracts', 'Texture Enhancer']",Good,2
Laminaria longicruris,"['Antioxidants', 'Texture Enhancer', 'Plant Extracts', 'Thickeners/Emulsifiers', 'Emollients']",Good,2
Laminaria ochroleuca extract,"['Skin-Soothing', 'Plant Extracts']",Good,2
Laminaria sacharrina,"['Antioxidants', 'Emollients', 'Plant Extracts', 'Thickeners/Emulsifiers']",Good,2
Lamium album flower extract,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best,3
lanolin,"['Emollients', 'Skin-Replenishing']",Good,2
lanolin alcohol,"['Emollients', 'Skin-Replenishing']",Good,2
lappa extract,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Good,2
Larrea divaricata extract,"['Antioxidants', 'Plant Extracts']",Good,2
Larrea tridentata,"['Antioxidants', 'Plant Extracts']",Good,2
L-ascorbic acid,"['Skin-Soothing', 'Vitamins', 'Antioxidants']",Best,3
lauramphocarboxyglycinate,['Cleansing Agents'],Good,2
laurdimonium hydroxypropyl hydrolyzed soy protein,['Miscellaneous'],Good,2
laurdimonium hydroxypropyl hydrolyzed wheat protein,['Miscellaneous'],Good,2
laureth-23,"['Thickeners/Emulsifiers', 'Cleansing Agents', 'Texture Enhancer']",Good,2
laureth-4,"['Thickeners/Emulsifiers', 'Texture Enhancer', 'Cleansing Agents']",Good,2
laureth-7,"['Thickeners/Emulsifiers', 'Cleansing Agents']",Good,2
laureths,['Cleansing Agents'],Good,2
lauric acid,"['Skin-Replenishing', 'Cleansing Agents']",Best,3
lauroyl lysine,['Miscellaneous'],Good,2
Laurus nobilis,"['Antioxidants', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Plant Extracts']",Poor,0
lauryl alcohol,['Cleansing Agents'],Good,2
lauryl glucoside,['Cleansing Agents'],Good,2
lauryl lactate,"['Fragrance: Synthetic and Fragrant Plant Extracts', 'Emollients']",Good,2
lauryl laurate,"['Emollients', 'Texture Enhancer']",Best,3
lauryl PEG-9 polydimethylsiloxyethyl dimethicone,"['Emulsifiers', 'Miscellaneous', 'Texture Enhancer', 'Thickeners/Emulsifiers']",Good,2
lavandin oil,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
Lavandula angustifolia,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
Lavandula officinalis,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
lavender extract and oil,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
L-cysteine,['Antioxidants'],Good,2
lecithin,"['Emollients', 'Skin-Replenishing']",Best,3
lemon,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
lemon balm,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
lemongrass extract,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
lemongrass oil,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
lemon juice,"['Antioxidants', 'Sensitizing']",Poor,0
lemon oil,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
lentil fruit extract,"['Antioxidants', 'Plant Extracts', 'Skin-Softening']",Good,2
Lentinus edodes extract,"['Plant Extracts', 'Sensitizing', 'Antioxidants']",Average,1
Leontopodium alpinum extract,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best,3
Leptospermum scoparium oil,"['Plant Extracts', 'Antioxidants']",Good,2
leucine,['Skin-Replenishing'],Good,2
leuconostoc/radish root ferment filtrate,"['Plant Extracts', 'Preservatives']",Good,2
Levisticum officinale root extract,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
licorice extract,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Best,3
licorice root,"['Skin-Soothing', 'Plant Extracts']",Best,3
Lilium candidum bulb extract,['Plant Extracts'],Average,1
lime oil and extract,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
Limnanthes alba,"['Plant Extracts', 'Skin-Softening']",Good,2
Limnanthes alba seed oil,['Plant Extracts'],Good,2
limonene,"['Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
linalool,"['Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
linden flower extract,"['Antioxidants', 'Plant Extracts']",Best,3
linoleic acid,"['Skin-Soothing', 'Antioxidants', 'Skin-Restoring', 'Emollients']",Best,3
linolenic acid,"['Skin-Restoring', 'Plant Extracts']",Best,3
linseed oil,['Plant Extracts'],Best,3
Linum usitatissimum extract,['Plant Extracts'],Best,3
lipid,"['Thickeners/Emulsifiers', 'Emollients', 'Skin-Replenishing']",Best,3
liposomes,['Miscellaneous'],Good,2
lithium magnesium sodium silicate,"['Thickeners/Emulsifiers', 'Texture Enhancer', 'Absorbent']",Good,2
Lithospermum erythrorhizon,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best,3
Litsea cubeba,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
locust bean,"['Plant Extracts', 'Texture Enhancer', 'Thickeners/Emulsifiers', 'Film-Forming/Holding Agents']",Good,2
Lonicera caprifolium flower extract,"['Skin-Soothing', 'Plant Extracts']",Best,3
Lonicera japonica,"['Skin-Soothing', 'Plant Extracts']",Best,3
Lonicera japonica flower extract,"['Skin-Soothing', 'Plant Extracts']",Best,3
loquat extract,"['Antioxidants', 'Plant Extracts']",Best,3
lotus seed extract,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best,3
lovage root extract,"['Plant Extracts', 'Sensitizing']",Poor,0
lupine,"['Antioxidants', 'Plant Extracts', 'Emollients']",Good,2
lupine oil,"['Antioxidants', 'Emollients', 'Plant Extracts']",Average,1
Lupinus albus extract,"['Antioxidants', 'Emollients', 'Plant Extracts']",Good,2
lutein,['Antioxidants'],Best,3
Lycium barbarum fruit extract,"['Antioxidants', 'Skin-Softening']",Good,2
lycopene,['Antioxidants'],Best,3
lye,"['Cleansing Agents', 'Sensitizing']",Poor,0
lysine,"['Antioxidants', 'Skin-Replenishing']",Good,2
macadamia nut oil,"['Plant Extracts', 'Emollients']",Good,2
madecassoside,"['Antioxidants', 'Plant Extracts']",Best,3
magnesium,['Absorbent'],Good,2
magnesium aluminum silicate,['Thickeners/Emulsifiers'],Good,2
magnesium ascorbyl palmitate,"['Antioxidants', 'Vitamins']",Good,2
magnesium ascorbyl phosphate,"['Antioxidants', 'Vitamins']",Best,3
magnesium aspartate,"['Skin-Softening', 'Hydration']",Good,2
magnesium carbonate,['Absorbent'],Good,2
magnesium hydroxide,"['Absorbent', 'Miscellaneous']",Good,2
magnesium laureth sulfate,['Cleansing Agents'],Good,2
magnesium oleth sulfate,['Cleansing Agents'],Good,2
magnesium stearate,"['Thickeners/Emulsifiers', 'Texture Enhancer']",Good,2
magnesium sulfate,['Texture Enhancer'],Good,2
Mahonia aquifolium root extract,"['Antioxidants', 'Plant Extracts']",Good,2
malic acid,['Exfoliant'],Best,3
mallow,"['Skin-Soothing', 'Texture Enhancer', 'Plant Extracts']",Best,3
maltodextrin,"['Thickeners', 'Film-Forming Agents', 'Absorbent']",Good,2
maltooligosyl glucoside,"['Hydration', 'Film-Forming Agents', 'Emulsifiers', 'Film-Forming/Holding Agents', 'Texture Enhancer']",Good,2
malvaceae extract,['Plant Extracts'],Average,1
Malva sylvestris extract,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Good,2
mandarin orange oil or extract,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
mandelic acid,['Exfoliant'],Good,2
manganese gluconate,['Antioxidants'],Average,1
manganese violet,['Coloring Agents/Pigments'],Good,2
Mangifera indica (mango) seed butter,"['Plant Extracts', 'Skin-Replenishing', 'Emollients']",Best,3
Mangifera indica root,"['Antioxidants', 'Plant Extracts']",Good,2
manuka oil,"['Plant Extracts', 'Antioxidants']",Good,2
marigold,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Good,2
marionberry,"['Antioxidants', 'Plant Extracts']",Good,2
marjoram,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
marshmallow,"['Skin-Soothing', 'Plant Extracts', 'Texture Enhancer']",Best,3
Mastocarpus stellatus,"['Antioxidants', 'Texture Enhancer', 'Plant Extracts', 'Emollients']",Good,2
mate extract,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best,3
matricaria oil,"['Antioxidants', 'Plant Extracts']",Best,3
MEA,['Thickeners/Emulsifiers'],Average,1
meadowfoam seed oil,"['Plant Extracts', 'Emollients']",Good,2
meadowsweet extract,"['Skin-Soothing', 'Plant Extracts']",Best,3
Medicago sativa,"['Antioxidants', 'Plant Extracts']",Best,3
Melaleuca alternifolia,"['Plant Extracts', 'Antioxidants']",Good,2
Melaleuca cajeputi oil,"['Plant Extracts', 'Sensitizing']",Poor,0
Melia azadirachta extract,"['Antioxidants', 'Plant Extracts']",Best,3
Melia azadirachta leaf extract,"['Plant Extracts', 'Antioxidants']",Best,3
Melia azadirachta oil,['Sensitizing'],Poor,0
melibiose,['Skin-Replenishing'],Good,2
Melissa officinalis,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
Mentha arvensis,"['Plant Extracts', 'Sensitizing']",Poor,0
Mentha piperita,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
Mentha spicata,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
Mentha viridis,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
menthol,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
menthone,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
menthoxypropanediol,"['Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
menthyl anthranilate,['Sunscreen Actives'],Best,3
menthyl lactate,"['Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
meradmiate,['Sunscreen Actives'],Best,3
methanol,['Sensitizing'],Poor,0
methicone,"['Silicones', 'Emollients', 'Slip Agents']",Good,2
methionine,"['Antioxidants', 'Skin-Replenishing']",Good,2
methylchloroisothiazolinone,"['Preservatives', 'Sensitizing']",Poor,0
methyldibromo glutaronitrile,['Preservatives'],Poor,0
methyldihydrojasmonate,['Fragrance: Synthetic and Fragrant Plant Extracts'],Poor,0
methyl gluceth-20,['Skin-Softening'],Good,2
methyl gluceth-20 benzoate,"['Texture Enhancer', 'Emollients']",Good,2
methyl glucose sesquistearate,"['Emollients', 'Skin-Softening']",Good,2
methylglucoside phosphate,['Skin-Softening'],Good,2
methylisothiazolinone,"['Preservatives', 'Sensitizing']",Poor,0
methylparaben,['Preservatives'],Good,2
methylpropanediol,"['Miscellaneous', 'Hydration']",Good,2
methylsilanol mannuronate,"['Silicones', 'Emollients', 'Texture Enhancer']",Good,2
methylsilanol PEG-7 glyceryl cocoate,"['Silicones', 'Emollients', 'Texture Enhancer']",Good,2
methylsufonylsulfate,['Antioxidants'],Good,2
methyl trimethicone,"['Silicones', 'Slip Agents', 'Emollients']",Good,2
Mexoryl SX,['Uncategorized'],Best,3
mica,['Coloring Agents/Pigments'],Good,2
microcrystalline wax,"['Thickeners/Emulsifiers', 'Texture Enhancer']",Good,2
Microcystis aeruginosa,"['Antioxidants', 'Texture Enhancer', 'Plant Extracts', 'Emollients']",Good,2
milk protein,"['Emollients', 'Skin-Replenishing']",Good,2
milk vetch root,"['Antioxidants', 'Plant Extracts']",Good,2
millet seed extract,"['Plant Extracts', 'Skin-Softening']",Average,1
mimosa oil or extract,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
mineral oil,['Emollients'],Good,2
mint,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
mixed fruit extracts,['Plant Extracts'],Good,2
montan wax,['Texture Enhancer'],Good,2
montmorillonite,['Absorbent'],Good,2
Morinda citrifolia,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Good,2
Moringa oleifera seed oil,"['Emollients', 'Antioxidants', 'Plant Extracts']",Best,3
Morus alba root extract,"['Antioxidants', 'Plant Extracts']",Good,2
Morus bombycis root extract,['Plant Extracts'],Good,2
Morus nigra root extract,['Plant Extracts'],Good,2
mucopolysaccharide,['Skin-Replenishing'],Best,3
Mucor miehei extract,['Miscellaneous'],Average,1
mugwort extract,['Plant Extracts'],Average,1
mulberry extract,"['Plant Extracts', 'Antioxidants']",Good,2
murumuru seed butter,"['Emollients', 'Plant Extracts']",Good,2
myristic acid,['Cleansing Agents'],Good,2
myristoyl hexapeptide-16,['Skin-Restoring'],Best,3
myristoyl pentapeptide-17,['Skin-Restoring'],Best,3
myristoyl tripeptide-31,['Skin-Restoring'],Best,3
myristyl alcohol,"['Emollients', 'Thickeners/Emulsifiers']",Good,2
myristyl myristate,"['Texture Enhancer', 'Emollients']",Good,2
myristyl nicotinate,['Miscellaneous'],Best,3
myrrh,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
myrtle extract,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
Myrtus communis extract,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
N6-furfuryladenine,"['Plant Extracts', 'Skin-Restoring']",Average,1
N-acetyl-L tyrosine,"['Antioxidants', 'Skin-Replenishing']",Average,1
NaPCA,['Skin-Replenishing'],Good,2
Narcissus poeticus wax,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
Nardostachys jatamansi,"['Plant Extracts', 'Antioxidants']",Good,2
Nasturtium officinale extract,"['Antioxidants', 'Plant Extracts']",Average,1
natto gum,"['Antioxidants', 'Plant Extracts']",Good,2
natural moisturizing factor (NMF),['Skin-Replenishing'],Best,3
neem extract,"['Plant Extracts', 'Antioxidants']",Best,3
neem oil,"['Plant Extracts', 'Sensitizing']",Poor,0
neopentyl glycol dicaprylate/dicaprate,"['Texture Enhancer', 'Emollients']",Good,2
neopentyl glycol diheptanoate,"['Texture Enhancer', 'Skin-Softening']",Good,2
neroli,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
neroli oil,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
nettle extract,"['Skin-Soothing', 'Plant Extracts']",Average,1
niacin,"['Skin-Restoring', 'Vitamins']",Best,3
niacinamide,"['Skin-Soothing', 'Skin-Restoring', 'Antioxidants', 'Vitamins']",Best,3
nicotinamide,"['Skin-Restoring', 'Vitamins']",Best,3
nicotinic acid,"['Skin-Restoring', 'Vitamins']",Best,3
noni juice,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Good,2
nonoxynols,['Cleansing Agents'],Good,2
nylon-12,"['Texture Enhancer', 'Absorbent']",Good,2
Nymphaea tetragona,"['Antioxidants', 'Plant Extracts']",Best,3
oak root extract,"['Plant Extracts', 'Sensitizing', 'Antioxidants']",Poor,0
oat beta-glucan,"['Skin-Soothing', 'Antioxidants']",Best,3
oat bran extract,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best,3
oat kernel extract,"['Skin-Soothing', 'Plant Extracts']",Best,3
oatmeal,"['Skin-Soothing', 'Plant Extracts']",Best,3
octinoxate,['Sunscreen Actives'],Best,3
octisalate,['Sunscreen Actives'],Best,3
octocrylene,['Sunscreen Actives'],Best,3
octyldodecanol,"['Texture Enhancer', 'Emollients']",Good,2
octyldodecyl myristate,"['Texture Enhancer', 'Skin-Softening', 'Emollients']",Good,2
octyldodecyl neopentanoate,"['Emollients', 'Skin-Softening']",Good,2
octyl methoxycinnamate,['Sunscreen Actives'],Best,3
octyl palmitate,"['Texture Enhancer', 'Emollients']",Good,2
octyl salicylate,['Sunscreen Actives'],Best,3
octyl stearate,"['Texture Enhancer', 'Emollients']",Good,2
o-cymen-5-ol,['Preservatives'],Good,2
Oenothera biennis oil,"['Skin-Soothing', 'Emollients', 'Plant Extracts']",Best,3
Olea europaea fruit oil,"['Antioxidants', 'Emollients', 'Plant Extracts', 'Skin-Replenishing']",Good,2
Olea europaea oil unsaponifiables,"['Antioxidants', 'Plant Extracts', 'Skin-Replenishing', 'Emollients']",Best,3
oleanolic acid,"['Skin-Soothing', 'Antioxidants']",Best,3
oleic acid,"['Cleansing Agents', 'Texture Enhancer']",Good,2
oleth-10,"['Texture Enhancer', 'Cleansing Agents']",Good,2
oleths,['Cleansing Agents'],Good,2
oleyl erucate,['Skin-Softening'],Good,2
olibanum extract,"['Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
olive oil/olive fruit oil,"['Antioxidants', 'Plant Extracts', 'Skin-Replenishing', 'Emollients']",Good,2
Optunia ficus-indica stem extract,"['Antioxidants', 'Plant Extracts']",Best,3
orange blossom,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
Orbignya martiana,"['Plant Extracts', 'Emollients']",Good,2
Orbignya oleifera,"['Plant Extracts', 'Emollients']",Good,2
orchid,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
oregano,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
Origanum majorana,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
Origanum vulgare flower extract,"['Plant Extracts', 'Sensitizing']",Poor,0
orris root,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
oryzanol,"['Antioxidants', 'Plant Extracts']",Good,2
Oryza sativa cera,['Skin-Softening'],Best,3
Oryza sativa oil,"['Plant Extracts', 'Emollients']",Good,2
oxidoreductase,['Antioxidants'],Best,3
oxybenzone,['Sunscreen Actives'],Best,3
ozokerite,['Texture Enhancer'],Good,2
P. elisabethae,"['Skin-Soothing', 'Antioxidants']",Good,2
PABA,['Sunscreen Actives'],Poor,0
padimate O,['Sunscreen Actives'],Average,1
Padina pavonica extract,"['Antioxidants', 'Emollients', 'Plant Extracts']",Good,2
Paeonia albiflora extract,['Plant Extracts'],Average,1
Paeonia suffruticosa extract,"['Antioxidants', 'Plant Extracts']",Average,1
Palmaria palmata extract,"['Antioxidants', 'Plant Extracts', 'Emollients']",Good,2
palmarosa oil,['Plant Extracts'],Poor,0
palmitic acid,"['Emollients', 'Skin-Replenishing', 'Cleansing Agents']",Good,2
palmitoyl dipeptide-10,['Skin-Restoring'],Best,3
palmitoyl hexapeptide-12,['Skin-Restoring'],Best,3
palmitoyl oligopeptide,['Skin-Restoring'],Best,3
palmitoyl pentapeptide-4,['Skin-Restoring'],Best,3
palmitoyl tetrapeptide-7,['Skin-Restoring'],Best,3
palmitoyl tripeptide-1,['Skin-Restoring'],Best,3
Palmitoyl Tripeptide-38,['Skin-Restoring'],Best,3
palmitoyl tripeptide-5,['Skin-Restoring'],Best,3
palmitoyl tripeptide-8,['Skin-Restoring'],Best,3
palm kernel acid,"['Emollients', 'Cleansing Agents']",Good,2
palm oil,"['Antioxidants', 'Skin-Replenishing', 'Emollients']",Best,3
Panax ginseng root extract,"['Antioxidants', 'Plant Extracts']",Best,3
Panicum miliaceum,['Plant Extracts'],Average,1
pansy extract,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Average,1
pantethine,['Vitamins'],Good,2
panthenol,['Vitamins'],Best,3
pantothenic acid,['Vitamins'],Best,3
papain,"['Plant Extracts', 'Exfoliant']",Poor,0
papaya extract,"['Plant Extracts', 'Exfoliant']",Average,1
para-aminobenzoic acid (PABA),['Sunscreen Actives'],Poor,0
parabens,['Preservatives'],Good,2
paraffin,['Texture Enhancer'],Good,2
Paraffinum liquidum,['Emollients'],Good,2
Parsol 1789,['Sunscreen Actives'],Best,3
Passiflora edulis extract,['Plant Extracts'],Good,2
Passiflora edulis seed oil,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best,3
passion fruit extract,['Plant Extracts'],Good,2
patchouli,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
pawpaw extract,"['Plant Extracts', 'Exfoliant']",Average,1
PCA,['Hydration'],Good,2
peanut oil,"['Plant Extracts', 'Emollients']",Good,2
pecan oil,"['Plant Extracts', 'Emollients']",Good,2
pectin,"['Plant Extracts', 'Texture Enhancer', 'Emollients']",Good,2
PEG/PPG-17/6 copolymer,"['Cleansing Agents', 'Emollients']",Good,2
PEG/PPG-18/18 dimethicone,"['Silicones', 'Emollients', 'Cleansing Agents']",Good,2
PEG/PPG-18/4 copolymer,['Uncategorized'],Good,2
PEG/PPG-20/15 dimethicone,"['Silicones', 'Cleansing Agents', 'Emollients']",Good,2
PEG-100 stearate,"['Emollients', 'Cleansing Agents']",Good,2
PEG-10 dimethicone,"['Silicones', 'Emollients', 'Cleansing Agents']",Good,2
PEG-10 dimethicone/vinyl dimethicone crosspolymer,"['Silicones', 'Cleansing Agents', 'Emollients']",Good,2
PEG-10 phytosterol,"['Cleansing Agents', 'Emulsifiers']",Good,2
PEG-10 rapeseed sterol,"['Cleansing Agents', 'Emollients']",Good,2
PEG-120 methyl glucose dioleate,['Cleansing Agents'],Good,2
PEG-12 dimethicone,"['Silicones', 'Cleansing Agents', 'Emollients']",Good,2
PEG-12 glyceryl dimyristate,"['Hydration', 'Skin-Replenishing']",Good,2
PEG-14,['Uncategorized'],Good,2
PEG-150 distearate,['Texture Enhancer'],Good,2
PEG-20 methyl glucose sesquistearate,"['Cleansing Agents', 'Emollients']",Good,2
PEG-32,['Texture Enhancer'],Good,2
PEG-33,['Uncategorized'],Good,2
PEG-40 hydrogenated castor oil,"['Plant Extracts', 'Emollients', 'Texture Enhancer']",Good,2
PEG-40 stearate,['Cleansing Agents'],Good,2
PEG-60 almond glycerides,['Emollients'],Good,2
PEG-60 hydrogenated castor oil,"['Plant Extracts', 'Emollients', 'Cleansing Agents']",Good,2
PEG-75 shea butter glycerides,['Skin-Replenishing'],Good,2
PEG-7 glyceryl cocoate,"['Cleansing Agents', 'Emollients']",Good,2
PEG-8,"['Cleansing Agents', 'Emollients']",Good,2
PEG-80 sorbitan laurate,['Cleansing Agents'],Good,2
PEG-8 dimethicone,['Uncategorized'],Good,2
PEG 90M,"['Cleansing Agents', 'Emollients']",Good,2
PEG compound,"['Cleansing Agents', 'Emollients']",Good,2
Pelargonium graveolens oil,['Plant Extracts'],Poor,0
pellitory,['Plant Extracts'],Poor,0
pentadecalactone,['Fragrance: Synthetic and Fragrant Plant Extracts'],Poor,0
pentaerythrityl tetraisostearate,['Texture Enhancer'],Good,2
pentaerythrityl tetraoctanoate,"['Texture Enhancer', 'Emollients']",Good,2
pentapeptides,['Skin-Restoring'],Best,3
pentasodium pentetate,['Uncategorized'],Good,2
pentylene glycol,['Texture Enhancer'],Good,2
peppermint,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
peptides,"['Skin-Soothing', 'Skin-Restoring']",Best,3
Perilla ocymoides,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Average,1
Persea gratissima oil,"['Antioxidants', 'Emollients']",Best,3
Persicaria hydropiper,"['Antioxidants', 'Plant Extracts', 'Skin-Soothing']",Best,3
petitgrain mandarin,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
petrolatum,"['Skin-Soothing', 'Emollients']",Good,2
Peucedanum graveolens (dill) extract,"['Antioxidants', 'Plant Extracts']",Best,3
PHA,['Exfoliant'],Best,3
phenoxyethanol,['Preservatives'],Good,2
phenoxyisopropanol,['Preservatives'],Good,2
phenylalanine,"['Antioxidants', 'Skin-Replenishing']",Good,2
phenylethyl resorcinol,['Antioxidants'],Average,1
phenyl trimethicone,"['Silicones', 'Emollients']",Good,2
