name,category,rating,rating_num
Tilia cordata,"['Antioxidants', 'Plant Extracts']",Best,3
titanium dioxide,"['Sunscreen Actives', 'Coloring Agents/Pigments', 'Thickeners/Emulsifiers']",Best,3
tocopherol,"['Antioxidants', 'Vitamins']",Best,3
tocopherol acetate,"['Antioxidants', 'Vitamins']",Best,3
tocopheryl acetate,"['Antioxidants', 'Vitamins']",Best,3
tocopheryl lineolate,"['Antioxidants', 'Vitamins']",Best,3
tocotrienols,"['Antioxidants', 'Vitamins']",Best,3
tomato extract,"['Antioxidants', 'Sensitizing', 'Plant Extracts']",Average,1
tormentil extract,"['Plant Extracts', 'Sensitizing']",Poor,0
tragacanth,"['Thickeners/Emulsifiers', 'Texture Enhancer']",Good,2
tranexamic acid,['Miscellaneous'],Best,3
trehalose,"['Miscellaneous', 'Hydration']",Good,2
tremella fuciformis sporocarp extract,"['Antioxidants', 'Plant Extracts']",Best,3
tribehenin,"['Thickeners/Emulsifiers', 'Skin-Replenishing', 'Emollients']",Good,2
tribehenin PEG-20 esters,"['Emulsifiers', 'Cleansing Agents', 'Emollients']",Good,2
tricaprylin,['Emollients'],Good,2
trideceth-12,"['Cleansing Agents', 'Emulsifiers']",Good,2
trideceth-6,['Emulsifiers'],Good,2
tridecyl salicylate,['Miscellaneous'],Good,2
tridecyl stearate,"['Thickeners/Emulsifiers', 'Emollients']",Good,2
tridecyl trimellitate,"['Thickeners/Emulsifiers', 'Texture Enhancer', 'Hydration', 'Skin-Softening']",Good,2
triethanolamine,"['Miscellaneous', 'Emulsifiers']",Good,2
triethoxycaprylylsilane,"['Silicones', 'Slip Agents']",Good,2
triethoxycaprylylsilane crosspolymer,"['Silicones', 'Film-Forming/Holding Agents']",Good,2
triethoxysilylethyl polydimethylsiloxyethyl hexyl dimethicone,['Emollients'],Good,2
Trifolium pratense,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Good,2
triglyceride,"['Thickeners/Emulsifiers', 'Emollients']",Good,2
trigonella foenum-graecum seed extract,"['Plant Extracts', 'Sensitizing', 'Thickeners/Emulsifiers']",Average,1
trihydroxystearin,"['Thickeners/Emulsifiers', 'Emollients', 'Skin-Replenishing']",Good,2
triisocetyl citrate,['Emollients'],Good,2
trilaurin,"['Thickeners/Emulsifiers', 'Emollients']",Good,2
trimethylsiloxyamodimethicone,"['Hydration', 'Texture Enhancer']",Best,3
trimethylsiloxysilicate,"['Silicones', 'Slip Agents', 'Skin-Softening', 'Emollients']",Good,2
trioclanolin,['Miscellaneous'],Good,2
trioctanoin,"['Thickeners/Emulsifiers', 'Emollients']",Good,2
trioctyldodecyl citrate,"['Emollients', 'Skin-Softening']",Good,2
tripeptide-1,['Skin-Restoring'],Best,3
tripeptide-32,['Skin-Restoring'],Good,2
Tripleurospermum maritimum extract,"['Plant Extracts', 'Antioxidants']",Good,2
trisodium EDTA,['Miscellaneous'],Good,2
Triticum vulgare (wheat) germ extract,"['Plant Extracts', 'Skin-Softening']",Good,2
Triticum vulgare oil,"['Plant Extracts', 'Skin-Softening', 'Emollients']",Good,2
troxerutin,"['Antioxidants', 'Plant Extracts']",Best,3
tryptophan,"['Antioxidants', 'Skin-Replenishing']",Good,2
turmeric,"['Antioxidants', 'Skin-Soothing', 'Plant Extracts']",Good,2
ubiquinone,"['Skin-Soothing', 'Antioxidants']",Best,3
Ulmus fulva bark extract,"['Skin-Soothing', 'Plant Extracts']",Good,2
ultramarines,['Coloring Agents/Pigments'],Good,2
Ulva lactuca extract,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Good,2
Uncaria tomentosa extract,"['Plant Extracts', 'Skin-Soothing']",Average,1
Undaria pinnatifida,"['Antioxidants', 'Thickeners/Emulsifiers', 'Plant Extracts', 'Hydration']",Good,2
urea,"['Exfoliant', 'Hydration', 'Skin-Replenishing']",Good,2
Urtica dioica,"['Skin-Soothing', 'Plant Extracts']",Average,1
UVA,['Miscellaneous'],Poor,0
Uva ursi extract,"['Plant Extracts', 'Antioxidants']",Best,3
UVB,['Miscellaneous'],Poor,0
VA/crotonates copolymer,['Film-Forming/Holding Agents'],Good,2
Vaccinium macrocarpon fruit extract,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best,3
Vaccinium myrtillus,['Plant Extracts'],Good,2
Vaccinum Angustifolium (blueberry) fruit extract,['Antioxidants'],Best,3
valine,"['Antioxidants', 'Skin-Replenishing']",Good,2
Vanilla planifolia fruit extract,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Good,2
verbena extract,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
vetiver oil or extract,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
vinyl dimethicone/methicone silsesquioxane crosspolymer,"['Thickeners', 'Silicones', 'Texture Enhancer']",Good,2
Viola tricolor extract,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Average,1
vitamin A,"['Antioxidants', 'Vitamins']",Best,3
vitamin B1,['Vitamins'],Good,2
vitamin B12,['Vitamins'],Good,2
vitamin B2,"['Sensitizing', 'Vitamins']",Average,1
vitamin B3,"['Skin-Restoring', 'Vitamins', 'Hydration']",Best,3
vitamin B5,['Vitamins'],Good,2
vitamin B6,['Vitamins'],Average,1
vitamin C,"['Antioxidants', 'Vitamins']",Best,3
vitamin D,"['Antioxidants', 'Vitamins']",Good,2
vitamin E,"['Antioxidants', 'Vitamins']",Best,3
vitamin F,"['Antioxidants', 'Skin-Replenishing', 'Vitamins', 'Emollients', 'Skin-Restoring', 'Hydration']",Best,3
vitamin H,['Vitamins'],Good,2
vitamin K,['Vitamins'],Good,2
Vitis vinifera,"['Antioxidants', 'Emollients', 'Plant Extracts']",Best,3
volatile oil,"['Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
VP/eicosene copolymer,['Film-Forming/Holding Agents'],Good,2
VP/hexadecene copolymer,"['Film-Forming/Holding Agents', 'Texture Enhancer']",Good,2
walnut extract,"['Antioxidants', 'Plant Extracts']",Average,1
walnut oil,"['Plant Extracts', 'Emollients']",Good,2
walnut shell powder,['Scrub Agents'],Average,1
water,['Miscellaneous'],Good,2
watercress extract,"['Antioxidants', 'Plant Extracts']",Average,1
watermelon fruit extract,"['Antioxidants', 'Plant Extracts']",Best,3
wheat amino acids,"['Miscellaneous', 'Hydration']",Good,2
wheat germ glycerides,"['Thickeners/Emulsifiers', 'Emollients', 'Texture Enhancer']",Good,2
wheat germ oil,"['Plant Extracts', 'Emollients']",Good,2
wheat protein,['Skin-Replenishing'],Good,2
whey protein,"['Miscellaneous', 'Skin-Softening']",Good,2
white nettle,"['Skin-Soothing', 'Plant Extracts', 'Sensitizing']",Average,1
white oak bark extract,"['Plant Extracts', 'Sensitizing']",Poor,0
white tea leaf extract,"['Antioxidants', 'Plant Extracts']",Best,3
white willow,"['Skin-Soothing', 'Plant Extracts']",Good,2
wild ginger,"['Skin-Soothing', 'Sensitizing', 'Plant Extracts']",Poor,0
willow bark,"['Skin-Soothing', 'Plant Extracts']",Good,2
willow herb,"['Skin-Soothing', 'Plant Extracts']",Best,3
wintergreen oil,"['Plant Extracts', 'Sensitizing']",Poor,0
witch hazel,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants', 'Sensitizing']",Poor,0
xanthan gum,"['Thickeners/Emulsifiers', 'Texture Enhancer']",Good,2
xanthophyll,"['Antioxidants', 'Plant Extracts']",Best,3
Ximenia americana oil,"['Plant Extracts', 'Antioxidants', 'Emollients']",Good,2
Xi xin,"['Skin-Soothing', 'Sensitizing', 'Plant Extracts']",Poor,0
xylitol,"['Thickeners/Emulsifiers', 'Texture Enhancer', 'Slip Agents']",Good,2
xylitylglucoside,['Hydration'],Good,2
xylose,"['Miscellaneous', 'Hydration']",Good,2
xymenynic acid,"['Miscellaneous', 'Skin-Softening']",Good,2
yarrow extract,"['Skin-Soothing', 'Sensitizing', 'Plant Extracts']",Poor,0
yeast,['Antioxidants'],Good,2
yeast extract,['Antioxidants'],Good,2
yellow 5,['Coloring Agents/Pigments'],Good,2
yellow 6 lake,['Coloring Agents/Pigments'],Good,2
yerba mate extract,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Best,3
ylang ylang,"['Plant Extracts', 'Antioxidants', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
yogurt,['Miscellaneous'],Average,1
yucca extract,"['Skin-Soothing', 'Plant Extracts', 'Sensitizing', 'Antioxidants']",Average,1
Yucca schidigera,['Uncategorized'],Average,1
Zanthoxylum piperitum,"['Plant Extracts', 'Sensitizing']",Poor,0
zinc,"['Skin-Soothing', 'Antioxidants']",Best,3
zinc carbonate,"['Miscellaneous', 'Sensitizing']",Poor,0
zinc gluconate,"['Preservatives', 'Hydration']",Good,2
zinc oxide,"['Skin-Soothing', 'Coloring Agents/Pigments', 'Antioxidants', 'Thickeners/Emulsifiers']",Best,3
zinc PCA,['Miscellaneous'],Best,3
zinc stearate,"['Thickeners/Emulsifiers', 'Coloring Agents/Pigments', 'Slip Agents', 'Texture Enhancer']",Good,2
zinc sulfate,"['Preservatives', 'Sensitizing']",Poor,0
Zingiberaceae,"['Skin-Soothing', 'Sensitizing', 'Plant Extracts']",Poor,0
Zingiber officinale roscoe,"['Skin-Soothing', 'Plant Extracts', 'Sensitizing']",Poor,0
Zingiber zerumbet,"['Skin-Soothing', 'Plant Extracts', 'Sensitizing']",Poor,0
Zizyphus jujuba fruit extract,"['Skin-Soothing', 'Plant Extracts']",Good,2
