,name,link,category,rating
761,                    Hortonia floribunda leaf extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/hortonia-floribunda-leaf-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Average
762,                    Huang qi                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/huang-qi.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good
763,                    Humulus lupulus extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/humulus-lupulus-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Antioxidants']",Average
764,                    hyaluronic acid                ,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/hyaluronic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Replenishing', 'Skin-Restoring']",Best
765,                    Hydnocarpus anthelmintica                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/hydnocarpus-anthelmintica.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing']",Poor
766,                    Hydrastis canadenis                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/hydrastis-canadenis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing']",Poor
767,                    hydrocotyl extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/hydrocotyl-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Best
768,                    hydrogenated coco-glyceride                ,https://www.paulaschoice.com/ingredient-dictionary/thickeners-emulsifiers/hydrogenated-coco-glyceride.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Texture Enhancer', 'Emollients']",Good
769,                    hydrogenated didecene                ,https://www.paulaschoice.com/ingredient-dictionary/thickeners-emulsifiers/hydrogenated-didecene.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Texture Enhancer']",Good
770,                    hydrogenated lecithin                ,https://www.paulaschoice.com/ingredient-dictionary/skin-restoring/hydrogenated-lecithin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Restoring', 'Emollients']",Best
771,                    hydrogenated olive oil                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/hydrogenated-olive-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Emollients']",Best
772,                    hydrogenated palm glycerides                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/hydrogenated-palm-glycerides.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Replenishing', 'Emollients']",Good
773,                    hydrogenated polydecene                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/hydrogenated-polydecene.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good
774,                    hydrogenated polyisobutene                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/hydrogenated-polyisobutene.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Skin-Softening']",Good
775,                    hydrogenated soybean oil                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/hydrogenated-soybean-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients']",Best
776,                    hydrogenated starch hydrolysate                ,https://www.paulaschoice.com/ingredient-dictionary/hydration/hydrogenated-starch-hydrolysate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Film-Forming/Holding Agents', 'Hydration']",Good
777,                    hydrogenated vegetable glycerides citrate                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/hydrogenated-vegetable-glycerides-citrate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Emulsifiers', 'Texture Enhancer']",Good
778,                    hydrogen peroxide                ,https://www.paulaschoice.com/ingredient-dictionary/sensitizing/hydrogen-peroxide.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sensitizing'],Poor
779,                    hydrolyzed acacia macrostachya seed extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/hydrolyzed-acacia-macrostachya-seed-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good
780,                    hydrolyzed algae extract                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/hydrolyzed-algae-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Antioxidants', 'Plant Extracts', 'Texture Enhancer']",Good
781,                    hydrolyzed corn starch                ,https://www.paulaschoice.com/ingredient-dictionary/absorbent/hydrolyzed-corn-starch.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Absorbent'],Good
782,                    hydrolyzed eruca sativa (arugula) leaf                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/hydrolyzed-eruca-sativa-arugula-leaf.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
783,                    hydrolyzed glycosaminoglycans                ,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/hydrolyzed-glycosaminoglycans.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Replenishing', 'Skin-Softening']",Best
784,                    hydrolyzed jojoba esters                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/hydrolyzed-jojoba-esters.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients', 'Skin-Softening']",Best
785,                    hydrolyzed jojoba protein                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/hydrolyzed-jojoba-protein.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Good
786,                    hydrolyzed silk                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/hydrolyzed-silk.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Slip Agents']",Good
787,                    hydrolyzed soy protein                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/hydrolyzed-soy-protein.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best
788,                    hydrolyzed vegetable protein                ,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/hydrolyzed-vegetable-protein.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Miscellaneous', 'Hydration']",Good
789,                    hydrolyzed wheat protein                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/hydrolyzed-wheat-protein.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Film-Forming/Holding Agents', 'Texture Enhancer']",Good
790,                    hydroquinone                ,https://www.paulaschoice.com/ingredient-dictionary/skin-restoring/hydroquinone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Restoring', 'Antioxidants']",Best
791,                    hydroxyethyl acrylate/sodium acryloyl dimethyl taurate copolymer                ,https://www.paulaschoice.com/ingredient-dictionary/thickeners-emulsifiers/hydroxyethyl-acrylate%2Fsodium-acryloyl-dimethyl-taurate-copolymer.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Texture Enhancer']",Good
792,                    hydroxyethylcellulose                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/hydroxyethylcellulose.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Film-Forming/Holding Agents', 'Texture Enhancer', 'Thickeners/Emulsifiers']",Good
793,                    hydroxyethylpiperazine ethane sulfonic acid                ,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/hydroxyethylpiperazine-ethane-sulfonic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Poor
794,                    hydroxyethyl urea                ,https://www.paulaschoice.com/ingredient-dictionary/hydration/hydroxyethyl-urea.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Hydration', 'Skin-Replenishing']",Good
795,                    hydroxylated lecithin                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/hydroxylated-lecithin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Best
796,                    hydroxypropyl cyclodextrin                ,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/hydroxypropyl-cyclodextrin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Good
797,                    hydroxypropyl guar                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/hydroxypropyl-guar.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Thickeners/Emulsifiers']",Good
798,                    hydroxypropyl starch phosphate                ,https://www.paulaschoice.com/ingredient-dictionary/thickeners-emulsifiers/hydroxypropyl-starch-phosphate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Thickeners/Emulsifiers'],Good
799,                    Hypericum extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/hypericum-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Sensitizing', 'Plant Extracts']",Good
800,                    hyssop                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/hyssop.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Average
801,                    idebenone                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/idebenone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Best
802,                    Ilex paraguariensis                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/ilex-paraguariensis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants']",Best
803,                    Illicium vernum                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/illicium-vernum.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor
804,                    imidazolidinyl urea                ,https://www.paulaschoice.com/ingredient-dictionary/preservatives/imidazolidinyl-urea.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],Average
805,                    inactive ingredient                ,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/inactive-ingredient.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Good
806,                    inositol                ,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/inositol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Replenishing'],Best
807,                    Inula helenium                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/inula-helenium.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing']",Poor
808,                    iodopropynyl butylcarbamate                ,https://www.paulaschoice.com/ingredient-dictionary/preservatives/iodopropynyl-butylcarbamate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],Good
809,                    Iris florentina extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/iris-florentina-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor
810,                    Irish moss extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/irish-moss-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Thickeners/Emulsifiers', 'Plant Extracts', 'Emollients', 'Texture Enhancer']",Good
811,                    iron oxides                ,https://www.paulaschoice.com/ingredient-dictionary/coloring-agents-pigments/iron-oxides.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Coloring Agents/Pigments'],Good
812,                    iron powder                ,https://www.paulaschoice.com/ingredient-dictionary/absorbent/iron-powder.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Absorbent'],Average
813,                    isoamyl cocoate                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/isoamyl-cocoate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Skin-Softening']",Good
814,                    isoamyl laurate                ,https://www.paulaschoice.com/ingredient-dictionary/emulsifiers/isoamyl-laurate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emulsifiers', 'Skin-Softening']",Good
815,                    isobutyl acetate                ,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/isobutyl-acetate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Good
816,                    isobutylparaben                ,https://www.paulaschoice.com/ingredient-dictionary/preservatives/isobutylparaben.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],Good
817,                    isocetyl salicylate                ,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/isocetyl-salicylate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Average
818,                    isododecane                ,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/isododecane.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Miscellaneous', 'Texture Enhancer']",Good
819,                    isoflavone                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/isoflavone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
820,                    isohexadecane                ,https://www.paulaschoice.com/ingredient-dictionary/thickeners-emulsifiers/isohexadecane.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Cleansing Agents', 'Texture Enhancer']",Good
821,                    isoleucine                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/isoleucine.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Replenishing']",Good
822,                    isononyl isononanoate                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/isononyl-isononanoate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good
823,                    isoparaffin                ,https://www.paulaschoice.com/ingredient-dictionary/thickeners-emulsifiers/isoparaffin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Texture Enhancer']",Good
824,                    isopropyl alcohol                ,https://www.paulaschoice.com/ingredient-dictionary/sensitizing/isopropyl-alcohol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sensitizing'],Poor
825,                    isopropyl isostearate                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/isopropyl-isostearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good
826,                    isopropyl lanolate                ,https://www.paulaschoice.com/ingredient-dictionary/thickeners-emulsifiers/isopropyl-lanolate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Texture Enhancer', 'Emollients']",Good
827,                    isopropyl myristate                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/isopropyl-myristate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Good
828,                    isopropyl palmitate                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/isopropyl-palmitate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Texture Enhancer']",Good
829,                    isopropyl titanium triisostearate                ,https://www.paulaschoice.com/ingredient-dictionary/emulsifiers/isopropyl-titanium-triisostearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emulsifiers', 'Texture Enhancer', 'Emollients']",Good
830,                    isopropyl titanium triisostearte/triethoxycaprylylsilane crosspolymer                ,https://www.paulaschoice.com/ingredient-dictionary/thickeners-emulsifiers/isopropyl-titanium-triisostearte%2Ftriethoxycaprylylsilane-crosspolymer.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Silicones', 'Texture Enhancer']",Good
831,                    isostearamide DEA                ,https://www.paulaschoice.com/ingredient-dictionary/thickeners-emulsifiers/isostearamide-dea.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Texture Enhancer', 'Cleansing Agents']",Good
832,                    isostearic acid                ,https://www.paulaschoice.com/ingredient-dictionary/thickeners-emulsifiers/isostearic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Texture Enhancer']",Good
833,                    ivy extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/ivy-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing']",Poor
834,                    Japan wax                ,https://www.paulaschoice.com/ingredient-dictionary/thickeners-emulsifiers/japan-wax.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Emollients', 'Texture Enhancer']",Good
835,                    jasmine oil                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/jasmine-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor
836,                    Jasminium grandiflorum                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/jasminium-grandiflorum.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor
837,                    jojoba butter                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/jojoba-butter.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Plant Extracts']",Best
838,                    jojoba esters                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/jojoba-esters.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Best
839,                    jojoba oil                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/jojoba-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Restoring', 'Plant Extracts', 'Skin-Replenishing', 'Emollients']",Best
840,                    jojoba wax                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/jojoba-wax.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Skin-Replenishing', 'Emollients']",Best
841,                    jonquil extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/jonquil-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor
842,                    Ju hua                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/ju-hua.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Good
843,                    jujube fruit extract                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/jujube-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Good
844,                    juniper berry                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/juniper-berry.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts', 'Sensitizing']",Poor
845,                    Juniperus communis                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/juniperus-communis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Sensitizing', 'Plant Extracts']",Poor
846,                    kaolin                ,https://www.paulaschoice.com/ingredient-dictionary/absorbent/kaolin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Absorbent'],Good
847,                    Kathon CG                ,https://www.paulaschoice.com/ingredient-dictionary/preservatives/kathon-cg.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Preservatives', 'Sensitizing']",Poor
848,                    kava-kava extract                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/kava-kava-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts', 'Sensitizing']",Poor
849,                    kawa extract                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/kawa-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts', 'Sensitizing']",Poor
850,                    kelp extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/kelp-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Thickeners/Emulsifiers', 'Emollients', 'Plant Extracts']",Good
851,                    Kigelia africana extract                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/kigelia-africana-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Average
852,                    kiwi fruit extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/kiwi-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
853,                    kojic acid                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/kojic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Good
854,                    kojic dipalmitate                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/kojic-dipalmitate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Good
855,                    kola nut                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/kola-nut.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing']",Average
856,                    kudzu root                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/kudzu-root.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
857,                    kukui nut oil                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/kukui-nut-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Best
858,                    lactic acid                ,https://www.paulaschoice.com/ingredient-dictionary/exfoliant/lactic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Exfoliant'],Best
859,                    lactobionate                ,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/lactobionate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Replenishing'],Good
860,                    lactobionic acid                ,https://www.paulaschoice.com/ingredient-dictionary/exfoliant/lactobionic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Exfoliant'],Best
861,                    lactoperoxidase                ,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/lactoperoxidase.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Best
862,                    lady's mantle extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lady%27s-mantle-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Miscellaneous']",Poor
863,                    lady's thistle (milk thistle) extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lady%27s-thistle-%28milk-thistle%29-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Skin-Restoring']",Best
864,                    Lagerstroemia indica extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lagerstroemia-indica-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Average
865,                    Laminaria digitata                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/laminaria-digitata.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Thickeners/Emulsifiers', 'Plant Extracts', 'Texture Enhancer']",Good
866,                    Laminaria longicruris                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/laminaria-longicruris.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Texture Enhancer', 'Plant Extracts', 'Thickeners/Emulsifiers', 'Emollients']",Good
867,                    Laminaria ochroleuca extract                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/laminaria-ochroleuca-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Good
868,                    Laminaria sacharrina                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/laminaria-sacharrina.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Plant Extracts', 'Thickeners/Emulsifiers']",Good
869,                    Lamium album flower extract                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/lamium-album-flower-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best
870,                    lanolin                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/lanolin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Skin-Replenishing']",Good
871,                    lanolin alcohol                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/lanolin-alcohol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Skin-Replenishing']",Good
872,                    lappa extract                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/lappa-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Good
873,                    Larrea divaricata extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/larrea-divaricata-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good
874,                    Larrea tridentata                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/larrea-tridentata.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good
875,                    L-ascorbic acid                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/l-ascorbic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Vitamins', 'Antioxidants']",Best
876,                    lauramphocarboxyglycinate                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/lauramphocarboxyglycinate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
877,                    laurdimonium hydroxypropyl hydrolyzed soy protein                ,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/laurdimonium-hydroxypropyl-hydrolyzed-soy-protein.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Good
878,                    laurdimonium hydroxypropyl hydrolyzed wheat protein                ,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/laurdimonium-hydroxypropyl-hydrolyzed-wheat-protein.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Good
879,                    laureth-23                ,https://www.paulaschoice.com/ingredient-dictionary/thickeners-emulsifiers/laureth-23.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Cleansing Agents', 'Texture Enhancer']",Good
880,                    laureth-4                ,https://www.paulaschoice.com/ingredient-dictionary/thickeners-emulsifiers/laureth-4.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Texture Enhancer', 'Cleansing Agents']",Good
881,                    laureth-7                ,https://www.paulaschoice.com/ingredient-dictionary/thickeners-emulsifiers/laureth-7.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Cleansing Agents']",Good
882,                    laureths                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/laureths.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
