product_links,product_names,product_category,brand,ingredient,size,price,claims,image_path
https://www.beautypedia.com/products/color-icon-blusher/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D2 ,Color Icon Blusher,Blush,Wet 'n Wild,,,2.97,,images/makeup/Color-Icon-Blusher_Wet-'n-Wild.jpg
https://www.beautypedia.com/products/blush-subtil-delicate-oil-free-powder-blush/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D2 ,Blush Subtil Delicate Oil-Free Powder Blush,Blush,Lancome,,,32.00,,images/makeup/Blush-Subtil-Delicate-Oil-Free-Powder-Blush_Lancome.jpg
https://www.beautypedia.com/products/blush-5/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D2 ,Blush,Blush,NARS,"Talc,  Cetearyl Isononanoate,  Cetyl Acetate,  Stearoxy Dimethicone,  Isopropyl Lanolate,  Propylparaben,  Triclosan,  Methylparaben,  Acetylated Lanolin Alcohol,  Bha; May Contain: Mica,  Ci 77891 (Titanium Dioxide),  Ci 77491 (Iron Oxides),  Ci 77492 (Iron Oxides),  Ci 77499 (Iron Oxides),  Ci 77163 (Bismuth Oxychloride),  Ci 77742 (Manganese Violet),  Ci 45410 (Red 28 Lake),  Ci 73360 (Red 30 Lake),  Ci 15880 (Red 34 Lake),  Ci 19140 (Yellow 5 Lake). NOTE: Ingredients may vary by shade from the above listing.",,29.00,,images/makeup/Blush_NARS.jpg
https://www.beautypedia.com/products/ideal-luminous-blush/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D2 ,Ideal Luminous Blush,Blush,Avon,"Talc,  Dimethicone,  Zinc Stearate,  Calcium Silicate,  Caprylyl Glycol,  Cetyl PEG/PPG-10/1 Dimethicone,  Nylon-12,  PTFE,  Lauroyl Lysine,  Isostearyl Hydroxystearate,  Polymethyl Methacrylate,  BHT,  Triethoxycaprylylsilane,  Mangifera Indica (Mango) Seed Butter. Pearl Shades May Contain: Synthetic Fluorphlogopite,  Tin Oxide. May Contain: Carmine/CI 75470,  Bismuth Oxychloride/CI 77163,  Iron Oxides,  Ferric Ammonium Ferrocyanide/CI 77510,  Ferric Ferrocyanide/CI 77510,  Chromium Hydroxide Green/CI 77289,  Chromium Oxide Greens/CI 77288,  Guanine/CI 75170,  Mica/CI 77019,  Titanium Dioxide/CI 77891 Aluminum Powder/CI 77000,  Bronze Powder/CI 77400,  Copper Powder/CI 77400,  Ultramarines/CI 77007,  Manganese Violet/CI 77742,  Brown 1/CI 20170,  Blue 1/CI 42090,  Blue 1 Lake/CI 42090,  Green 5/CI 61570,  Green 6/CI 61565,  Green 8/CI 59040,  Orange 4/CI 15510,  Orange 5/CI 45370,  Orange 5 Lake/CI 45370,  Orange 10/CI 45425:1,  Red 4/CI 14700,  Red 6/CI 15850,  Red 6 Lake/CI 15850,  Red 7/CI 15850,  Red 7 Lake/CI 15850,  Red 17/CI 26100,  Red 21/CI 45380,  Red 21 Lake/CI 45380,  Red 22/CI 45380,  Red 22 Lake/CI 45380,  Red 27/CI 45410,  Red 27 Lake/CI 45410,  Red 28/CI 45410,  Red 28 Lake/CI 45410,  Red 30/CI 73360,  Red 30 Lake/CI 73360,  Red 33/CI 17200,  Red 33 Lake/CI 17200,  Red 34/CI 15880,  Red 34 Lake/CI 15880,  Red 36/CI 12085,  Red 36 Lake/CI 12085,  Red 40/CI 16035,  Red 40 Lake/CI 16035,  Black 2/CI 77266,  Violet 2/CI 60725,  Ext. Violet 2/CI 60730,  Yellow 5/CI 19140,  Yellow 5,  Lake/CI 19140,  Yellow 6/CI 15985,  Yellow 6 Lake/CI 15985,  Yellow 7/CI 45350,  Ext. Yellow 7/CI 10316, ,  Yellow 8/CI 45350,  Yellow 10/CI 47005,  Yellow 10 Lake/CI 47005.",,8.00,,images/makeup/Ideal-Luminous-Blush_Avon.jpg
https://www.beautypedia.com/products/mineral-wear-talc-free-mineral-blush/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D2 ,Mineral Wear Talc-Free Mineral Blush,Blush,Physicians Formula,,,11.95,,images/makeup/Mineral-Wear-Talc-Free-Mineral-Blush_Physicians-Formula.jpg
https://www.beautypedia.com/products/mineral-perfection-blush/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D2 ,Mineral Perfection Blush,Blush,Boots,,,9.99,,images/makeup/Mineral-Perfection-Blush_Boots.jpg
https://www.beautypedia.com/products/blush-subtil-palette/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D2 ,Blush Subtil Palette,Blush,Lancome,,,43.00,,images/makeup/Blush-Subtil-Palette_Lancome.jpg
https://www.beautypedia.com/products/high-definition-blush/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D2 ,High Definition Blush,Blush,NYX Cosmetics,"HDB 01,  04,  06,  10,  15,  16,  22,  23,  24 Ingredients: Aluminum Starch Octenylsuccinate,  Polymethyl Methacrylate,  Lauroyl Lysine,  Trimethylsiloxyphenyl Dimethicone,  Octyldodecyl Stearoyl Stearate,  Ethylhexyl Palmitate,  Zinc Stearate,  Dimethicone,  Isostearyl Isostearate,  Tocopheryl Acetate,  Phenoxyethanol,  Caprylyl Glycol. May Contain: Mica,  Titanium Dioxide,  Iron Oxides,  Carmine,  Red 6,  Red 28 Lake,  Yellow 5 Lake. HDB 02,  03,  05,  08,  11,  12,  14,  19,  20 Ingredients: Aluminum Starch Octenylsuccinate,  Polymethyl Methacrylate,  Lauroyl Lysine,  Trimethylsiloxyphenyl Dimethicone,  Octyldodecyl Stearoyl Stearate,  Ethylhexyl Palmitate,  Zinc Stearate,  Dimethicone,  Isostearyl Isostearate,  Tocopheryl Acetate,  Phenoxyethanol,  Caprylyl Glycol. May Contain: Mica,  Titanium Dioxide,  Iron Oxides,  Carmine,  Red 6,  Red 7 Lake,  Red 28 Lake. HDB 07,  17,  21 Ingredients: Aluminum Starch Octenylsuccinate,  Polymethyl Methacrylate,  Lauroyl Lysine,  Synthetic Fluorphlogopite,  Trimethylsiloxyphenyl Dimethicone,  Octyldodecyl Stearoyl Stearate,  Ethylhexyl Palmitate,  Zinc Stearate,  Dimethicone,  Isostearyl Isostearate,  Tocopheryl Acetate,  Tin Oxide,  Phenoxyethanol,  Caprylyl Glycol. May Contain: Mica,  Titanium Dioxide,  Iron Oxides,  Red 6,  Red 7 Lake,  Red 28 Lake. HDB 9 Ingredients: Aluminum Starch Octenylsuccinate,  Polymethyl Methacrylate,  Lauroyl Lysine,  Trimethylsiloxyphenyl Dimethicone,  Octyldodecyl Stearoyl Stearate,  Ethylhexyl Palmitate,  Zinc Stearate,  Dimethicone,  Isostearyl Isostearate,  Synthetic Fluorphlogopite,  Tocopheryl Acetate,  Tin Oxide,  Phenoxyethanol,  Caprylyl Glycol, . May Contain: Mica,  Titanium Dioxide,  Iron Oxides,  Red 6,  Red 7 Lake. HDB 13 Ingredients: Aluminum Starch Octenylsuccinate,  Synthetic Fluorphlogopite,  Polymethyl Methacrylate,  Lauroyl Lysine,  Trimethylsiloxyphenyl Dimethicone,  Octyldodecyl Stearoyl Stearate,  Ethylhexyl Palmitate,  Zinc Stearate,  Dimethicone,  Isostearyl Isostearate,  Tocopheryl Acetate,  Tin Oxide,  Phenoxyethanol,  Caprylyl Glycol. May Contain: Mica,  Titanium Dioxide,  Iron Oxides,  Red 7 Lake. HDB 18 Ingredients: Aluminum Starch Octenylsuccinate,  Polymethyl Methacrylate,  Lauroyl Lysine,  Trimethylsiloxyphenyl Dimethicone,  Octyldodecyl Stearoyl Stearate,  Synthetic Fluorphlogopite,  Ethylhexyl Palmitate,  Zinc Stearate,  Dimethicone,  Isostearyl Isostearate,  Tocopheryl Acetate,  Tin Oxide,  Phenoxyethanol,  Caprylyl Glycol. May Contain: Mica,  Titanium Dioxide,  Iron Oxide,  Red 6,  Red 7 Lake,  Yellow 5 Lake.",0.16 fl. oz.,6.50,"A high definition, lightweight blush that blends evenly. This vibrant and silky blush delivers a beautiful flush of color and is paraben free.",images/makeup/High-Definition-Blush_NYX-Cosmetics.jpg
https://www.beautypedia.com/products/cashmere-wear-ultra-smoothing-blush-100-pure-cashmere-extract/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D2 ,Cashmere Wear Ultra-Smoothing Blush 100% Pure Cashmere Extract,Blush,Physicians Formula,,,12.95,,images/makeup/Cashmere-Wear-Ultra-Smoothing-Blush-100%-Pure-Cashmere-Extract_Physicians-Formula.jpg
https://www.beautypedia.com/products/colorstick/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D2 ,ColorStick,Blush,Cargo,,,28.00,,images/makeup/ColorStick_Cargo.jpg
https://www.beautypedia.com/products/blush-4/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D2 ,Blush,Blush,Bobbi Brown,,,25.00,,images/makeup/Blush_Bobbi-Brown.jpg
https://www.beautypedia.com/products/hot-mama-shadow-blush/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,Hot Mama Shadow/Blush,Blush,TheBalm,,,20.00,,images/makeup/Hot-Mama-Shadow-Blush_TheBalm.jpg
https://www.beautypedia.com/products/mineral-wear-talc-free-mineral-airbrushing-blush-spf-30/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,Mineral Wear Talc-Free Mineral Airbrushing Blush SPF 30,Blush,Physicians Formula,"Active Ingredients: Titanium Dioxide 15.0%,  Zinc Oxide 10.0% Inactive Ingredients: Mica,  Tricaprylin,  Boron Nitride,  Zinc Stearate,  Lauroyl Lysine,  Calcium Aluminum Borosilicate,  Camellia Oleifera Leaf Extract,  Chamomilla Recutita (Matricaria) Flower Extract,  Ginkgo Biloba Leaf Extract,  Panax Ginseng Root Extract,  Carthamus Tinctorius (Safflower) Seed Oil,  Tocopheryl Acetate,  Retinyl Palmitate,  Ascorbyl Palmitate,  Chlorphenesin,  Potassium Sorbate,  Sodium Dehydroacetate,  May Contain: Carmine,  Iron Oxides,  Titanium Dioxide. NOTE: Ingredients may vary by shade from the above listing.",,11.95,,images/makeup/Mineral-Wear-Talc-Free-Mineral-Airbrushing-Blush-SPF-30_Physicians-Formula.jpg
https://www.beautypedia.com/products/cream-blush-4/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,Cream Blush,Blush,Revlon,"Dimethicone,  Neopentyl Glycol Diethylhexanoate,  Isotridecyl Isononanoate,  Phenyl Trimethicone,  Boron Nitride,  Methyl Methacrylate Crosspolymer,  Polyethylene,  Nylon-12,  Polymethyl Methacrylate,  Silica,  Adipic Acid/Neopentyl Glycol Crosspolymer,  Synthetic Wax,  Disteardimonium Hectorite,  Trimethylsiloxysilicate,  Bismuth Oxychloride,  Tocopheryl Acetate,  Methyldihydrojasmonate,  Triethyl Citrate,  Trisiloxane,  Sorbitan Trioleate,  Calcium Aluminum Borosilicate,  Lauryl Methacrylate/Glycol Dimethacrylate Crosspolymer,  BHT,  Sorbic Acid. May Contain: Mica,  Iron Oxides (CI 77491,  77492,  77499),  Titanium Dioxide (CI 77891),  Red 7 Lake (CI 15850:1),  Red 6 Lake (CI 15850),  Yellow 5 Lake (CI 19140),  Ultramarines (CI 77007,  77013). NOTE: Ingredients may vary by shade from the above listing.",,9.79,,images/makeup/Cream-Blush_Revlon.jpg
https://www.beautypedia.com/products/chacha-tint/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,Chacha Tint,Blush,Benefit,"Water (Aqua),  Ethylhexyl Stearate,  Butylene Glycol,  Pentylene Glycol,  Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,  Dimethicone Peg-7 Phosphate,  Squalane,  Phenoxyethanol,  Titanium Dioxide (CI 77891),  Lecithin,  Polysorbate 60,  Yellow 6 (CI 15985),  Tetrasodium EDTA,  Red 7 Lake (CI 15850),  Red 27 (CI 45410),  Disodium EDTA. N 05786/N. NOTE: Ingredients may vary by shade from the above listing.",,30.00,,images/makeup/Chacha-Tint_Benefit.jpg
https://www.beautypedia.com/products/lollitint/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,Lollitint,Blush,Benefit,,,30.00,,images/makeup/Lollitint_Benefit.jpg
https://www.beautypedia.com/products/powder-blush-frosts/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,Powder Blush – Frosts,Blush,M.A.C.,,,23.00,,images/makeup/Powder-Blush-–-Frosts_M.A.C..jpg
https://www.beautypedia.com/products/classic-color-blush/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,Classic Color Blush,Blush,CoverGirl,,,5.49,"Natural radiance made easy! Just brush on this lightweight, blendable powder blush. Each classic shade sweeps on cleanly, evenly, and comes in a beautiful mirrored compact, for a little lift, a natural glow, effortlessly and anywhere.",images/makeup/Classic-Color-Blush_CoverGirl.jpg
https://www.beautypedia.com/products/murumuru-butter-blush/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,Murumuru Butter Blush,Blush,Physicians Formula,"Talc,  Alumina,  Mica,  Dimethiconol Stearate,  Isostearyl Neopentanoate,  Astrocaryum Murumuru Seed Butter,  Fragrance (Parfum),  Octyldodecyl Stearoyl Stearate,  Polybutene,  Isopropyl Isostearate,  Lauroyl Lysine,  Astrocaryum Tucuma Seed Butter,  Theobroma Grandiflorum Seed Butter,  Tin Oxide,  Tocopherol,  Lecithin,  Ascorbyl Palmitate,  Glyceryl Stearate,  Glyceryl Oleate,  Citric Acid,  Caprylyl Glycol,  Hexylene Glycol,  Phenoxyethanol,  Titanium Dioxide (CI 77891),  Iron Oxides (CI 77491,  CI 77492,  CI 77499,  Red 7 Lake (CI 15850),  Ultramarines (CI 77007).",0.26 fl. oz.,12.95,"Ultra-luxurious formula, infused with Murumuru Butter, delivers a radiant Brazilian goddess glow! Moisturizing wonder features ultra-refined pearl and soft-focus pigments that smooth skin texture, brighten skin tone, and deliver a gorgeous blushing glow. Incredibly soft and ultra-creamy texture combines the best features of a powder and cream blush.",images/makeup/Murumuru-Butter-Blush_Physicians-Formula.jpg
https://www.beautypedia.com/products/dallas/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,Dallas,Blush,Benefit,,,29.00,,images/makeup/Dallas_Benefit.jpg
https://www.beautypedia.com/products/watercolours-for-cheeks/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,Watercolours for Cheeks,Blush,Three Custom Color Specialists,,,22.50,,images/makeup/Watercolours-for-Cheeks_Three-Custom-Color-Specialists.jpg
https://www.beautypedia.com/products/blush-subtil-shimmer-delicate-oil-free-powder-blush/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,Blush Subtil Shimmer Delicate Oil-Free Powder Blush,Blush,Lancome,,,32.00,,images/makeup/Blush-Subtil-Shimmer-Delicate-Oil-Free-Powder-Blush_Lancome.jpg
https://www.beautypedia.com/products/coconut-watercolor-cheek-gelee/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,Coconut Watercolor Cheek Gelee,Blush,Josie Maran Cosmetics,"Aqua (Water) (and) Cocos Nucifera (Coconut) Fruit Juice,  Glycerin,  Isopropyl Isostearate,  Cetearyl Alcohol,  Isostearyl Hydroxystearate,  Methyl Gluceth-20,  Glyceryl Stearate,  Phenoxyethanol,  Ceteareth-20,  Butylene Gycol,  Acrylates/C10-30 Alkyl Acrylate Crosspolymer,  Argania Spinosa (Argan) Kernel Oil*,  Sodium Hydroxide,  Disodium EDTA. May Contain: Red 40 (CI 16035),  Red 27 (CI 45410),  Yellow 6 (CI 15985),  Yellow 5 (CI 19140),  Red 33 (CI 17200),  Blue 1 (CI 42090).",0.18 fl. oz.,22.00,"Coconut water: its not just for yoga class anymore. Combined with another skin-quenching elixir, Argan Oil, it adds up to a deliciously dewy blush that gives you the natural look of a cream and the hydration and staying power of a gel. Were talking up to 14 hours of color and hydrationreally, we tested it.  In six buildable shades of flushed, fresh gorgeousness.",images/makeup/Coconut-Watercolor-Cheek-Gelee_Josie-Maran-Cosmetics.jpg
https://www.beautypedia.com/products/creme-de-blush-soft-blush/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,Creme de Blush Soft Blush,Blush,Yves Saint Laurent,,,38.00,,images/makeup/Creme-de-Blush-Soft-Blush_Yves-Saint-Laurent.jpg
https://www.beautypedia.com/products/cheek-to-chic-swish-and-pop-blush/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,Cheek to Chic Swish and Pop Blush,Blush,Charlotte Tilbury,"Talc,  Mica,  Isononyl Isononanoate,  Oryza Sativa (Rice) Starch,  Dimethicone,  Zea Mays (Corn) Starch,  Zinc Stearate,  Carprylyl Glycol,  Phenoxyethanol,  Dimethiconol,  Hexylene Glycol,  Octyldodecyl Stearoyl Stearate,  Polymethylsilsesquioxane,  Silica,  Trimethylsiloxysilicate,  Red 7 Lake (Ci 15850),  Tin Oxide (Ci 77861),  [May Contain: Titanium Dioxide (CI 77891),  Iron Oxides (CI 77491,  CI 77491,  CI 77499),  Carmine (CI 75470),  Manganese Violet (CI 77742),  Red 6 (CI 15850),  Yellow 5 Lake (19140)] *Note: This ingredient list is taken directly from the product packaging.",0.28 fl. oz.,40.00,"When it comes to blush, Im always seeking to re-create that shimmering, youthful flush of excitement you get when youre in love - my clients and I call it the ""love glow"". Ive spent many years perfecting this ultra-flattering look and now Ive made it easy for anyone to achieve with CHEEK TO CHIC Swish & Pop Blush. A 2-step application ritual, each shade is a creamy, color-rich texture containing finely crushed pearls to give your skin a limitless glow. Enliven dull skin in just a Swish and a Pop!",images/makeup/Cheek-to-Chic-Swish-and-Pop-Blush_Charlotte-Tilbury.jpg
https://www.beautypedia.com/products/take-a-deep-breath-cushion-color-for-cheeks/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,take a deep breath cushion color for cheeks,Blush,philosophy,"Water,  Glycerin,  Propanediol,  Sorbitol,  PVP,  Talc,  Synthetic Fluorphlogopite,  Phenoxyethanol,  Polyquaternium-37,  Ethylhexyl Methoxycinnamate,  Calcium Sodium Borosilicate,  Babassu Oil Glycereth-8 Esters,  Ethylhexylglycerin,  Caffeine,  Caprylic/Capric Triglyceride,  Ethylhexyl Salicylate,  Butyl Methoxydibenzoylmethane,  Triethoxycaprylylsilane,  Butylene Glycol,  Yeast Extract,  Lecithin,  Alcohol,  Alteromonas Ferment Extract,  Tin Oxide,  Camellia Sinensis Leaf Extract,  Coffea Arabica (Coffee) Seed Extract,  Pongamia Pinnata Seed Extract,  Angelica Archangelica Root Extract,  Citrus Aurantium Amara (Bitter Orange) Peel Extract,  Dimethylmethoxy Chromanol,  Hordeum Vulgare Extract,  Maltodextrin,  Magnesium Aluminum Silicate,  Xanthan Gum,  PEG-8,  Caprylyl Glycol,  Sorbic Acid,  Citric Acid,  Sclerotium Gum,  Tocopherol,  Rosmarinus Officinalis (Rosemary) Leaf Extract,  Ascorbic Acid,  Ascorbyl Palmitate,  [May Contain: Mica,  Titanium Dioxide (Ci 77891),  Bismuth Oxychloride (Ci 77163),  Iron Oxides (Ci 77491,  Ci 77492,  Ci 77499),  D&C Red No. 30 Lake (Ci 73360),  D&C Red No. 28 Aluminum Lake (Ci 45410),  D&C Yellow No. 5 Aluminum Lake (Ci 19140)].",0.23 fl. oz.,30.00,"take a deep breath cushion color for cheeks offers breathable liquid color with benefits. formulated with exclusive clean-air technology, it oxygenates and refreshes skin as it blushes and brightens. ",images/makeup/take-a-deep-breath-cushion-color-for-cheeks_philosophy.jpg
https://www.beautypedia.com/products/sculpting-blush/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,Sculpting Blush,Blush,Make Up For Ever,,,25.00,,images/makeup/Sculpting-Blush_Make-Up-For-Ever.jpg
https://www.beautypedia.com/products/liquid-face-color/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,Liquid Face Color,Blush,Trish McEvoy,,,32.00,,images/makeup/Liquid-Face-Color_Trish-McEvoy.jpg
https://www.beautypedia.com/products/photoready-cream-blush/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,PhotoReady Cream Blush,Blush,Revlon,"Dimethicone,  Neopentyl Glycol,  Diethylhexanoate,  Isotridecyl Isononanoate,  Phenyl Trimethicone,  Methyl Methacrylate Crosspolymer,  Boron Nitride,  Polyethlene,  Nylon 12,  Polymethyl Methacrylate,  Silica,  Adipic Acid/Neopentyl Glycol Crosspolymer,  Cera Microcristallina ((Microcrystalline Wax) Cire Microcristalline),  Alumina,  Tocopheryl Acetate,  Methyldihydrojasmonate,  Triethyl Citrate,  Trisiloxane,  Disteardimonium Hectorite,  Trimethylsiloxysilicate,  Sorbitan Trioleate,  Ethylene/Propylene Copolymer,  Calcium Aluminum Borosilicate,  Lauryl Methacrylate/Glycol Dimethacrylate Crosspolymer,  BHT,  Sorbic Acid,  May Contain (+/-): Mica,  Titanium Dioxide (CI 77891),  Red 7 Lake (CI 15850:1),  Red 6 Lake (CI 15850),  Yellow 5 Lake (CI 19140),  Bismuth Oxychloride (CI 77163). NOTE: Ingredients may vary by shade from the above listing.",,12.99,,images/makeup/PhotoReady-Cream-Blush_Revlon.jpg
https://www.beautypedia.com/products/o-glow/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,O-Glow,Blush,Smashbox,,,26.00,,images/makeup/O-Glow_Smashbox.jpg
https://www.beautypedia.com/products/brightening-brick/?archive_search=%2Fmakeup%2Fface%2Fblush-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dblush-reviews%26p%3D3 ,Brightening Brick,Blush,Bobbi Brown,"Talc,  Aluminum Distearate,  Calcium Aluminum Borosilicate,  Ethylhexyl Stearate,  Nylon-12,  Petrolatum,  Morus Nigra (Mulberry) Root Extract,  Scutellaria Baicalensis Root Extract,  Vitis Vinifera (Grape) Fruit Extract,  Gentiana Lutea (Gentian) Oxide,  Barium Sulfate,  Silica,  Potassium Sorbate,  Chlorphenesin. May contain: Mica,  Titanium Dioxide,  Iron Oxides,  Red 7,  Yellow 5 Lake,  Carmine,  Blue,  Red 6,  Red 30,  Ultramarines.",0.23 fl. oz.,46.00,"Your go-to product for a lit-from-within glow, Bobbis Brightening Brick combines the warmth of a bronzer and the soft flush of a blush to give your skin tone gorgeous, subtle luminosity.",images/makeup/Brightening-Brick_Bobbi-Brown.jpg
